Frame,Time,Density
1,0,0.145336
2,0.067,0.150113
3,0.134,0.145084
4,0.201,0.145587
5,0.268,0.13905
6,0.335,0.135278
7,0.402,0.136284
8,0.469,0.130752
9,0.536,0.127734
10,0.603,0.1305
11,0.67,0.139804
12,0.737,0.13905
13,0.804,0.144581
14,0.871,0.150113
15,0.938,0.152125
16,1.005,0.151119
17,1.072,0.148604
18,1.139,0.150113
19,1.206,0.14433
20,1.273,0.139552
21,1.34,0.14081
22,1.407,0.146593
23,1.474,0.138798
24,1.541,0.136284
25,1.608,0.145084
26,1.675,0.144581
27,1.742,0.140055
28,1.809,0.145336
29,1.876,0.143576
30,1.943,0.143324
31,2.01,0.147096
32,2.077,0.145084
33,2.144,0.146341
34,2.211,0.147599
35,2.278,0.152125
36,2.345,0.153382
37,2.412,0.150365
38,2.479,0.155394
39,2.546,0.157908
40,2.613,0.157154
41,2.68,0.161428
42,2.747,0.158159
43,2.814,0.164446
44,2.881,0.159668
45,2.948,0.160674
46,3.015,0.159668
47,3.082,0.160674
48,3.149,0.162183
49,3.216,0.162685
50,3.283,0.166206
51,3.35,0.166457
52,3.417,0.16696
53,3.484,0.167714
54,3.551,0.167211
55,3.618,0.16696
56,3.685,0.170983
57,3.752,0.168972
58,3.819,0.166709
59,3.886,0.168217
60,3.953,0.167463
61,4.02,0.173498
62,4.087,0.175509
63,4.154,0.174503
64,4.221,0.173498
65,4.288,0.175509
66,4.355,0.174252
67,4.422,0.177018
68,4.489,0.180035
69,4.556,0.178275
70,4.623,0.176515
71,4.69,0.178778
72,4.757,0.173498
73,4.824,0.169223
74,4.891,0.167463
75,4.958,0.171737
76,5.025,0.172743
77,5.092,0.170732
78,5.159,0.168217
79,5.226,0.172995
80,5.293,0.166709
81,5.36,0.162937
82,5.427,0.162183
83,5.494,0.169977
84,5.561,0.179784
85,5.628,0.190596
86,5.695,0.20518
87,5.762,0.20518
88,5.829,0.213226
89,5.896,0.21046
90,5.963,0.212975
91,6.03,0.222278
92,6.097,0.225295
93,6.164,0.226553
94,6.231,0.224541
95,6.298,0.221775
96,6.365,0.216746
97,6.432,0.212472
98,6.499,0.210209
99,6.566,0.197385
100,6.633,0.187579
101,6.7,0.191099
102,6.767,0.177269
103,6.834,0.170732
104,6.901,0.175006
105,6.968,0.167966
106,7.035,0.165954
107,7.102,0.17048
108,7.169,0.169726
109,7.236,0.163943
110,7.303,0.169726
111,7.37,0.16872
112,7.437,0.170229
113,7.504,0.175761
114,7.571,0.179784
115,7.638,0.179281
116,7.705,0.179784
117,7.772,0.181041
118,7.839,0.187579
119,7.906,0.192356
120,7.973,0.191853
121,8.04,0.192859
122,8.107,0.191853
123,8.174,0.197636
124,8.241,0.192356
125,8.308,0.194116
126,8.375,0.194116
127,8.442,0.184058
128,8.509,0.190344
129,8.576,0.183053
130,8.643,0.178275
131,8.71,0.173749
132,8.777,0.17224
133,8.844,0.176012
134,8.911,0.169977
135,8.978,0.172743
136,9.045,0.165703
137,9.112,0.166709
138,9.179,0.158411
139,9.246,0.157154
140,9.313,0.153633
141,9.38,0.144833
142,9.447,0.148353
143,9.514,0.14433
144,9.581,0.151119
145,9.648,0.142318
146,9.715,0.143324
147,9.782,0.139301
148,9.849,0.138547
149,9.916,0.142318
150,9.983,0.137038
151,10.05,0.144078
152,10.117,0.137289
153,10.184,0.137792
154,10.251,0.142067
155,10.318,0.136787
156,10.385,0.13905
157,10.452,0.14257
158,10.519,0.139804
159,10.586,0.139552
160,10.653,0.142318
161,10.72,0.143324
162,10.787,0.141313
163,10.854,0.14081
164,10.921,0.141564
165,10.988,0.143576
166,11.055,0.142821
167,11.122,0.143073
168,11.189,0.142821
169,11.256,0.144581
170,11.323,0.143576
