Frame,Time,Density
1,0,0.148361
2,0.067,0.15392
3,0.134,0.15047
4,0.201,0.143377
5,0.268,0.143186
6,0.335,0.138202
7,0.402,0.133218
8,0.469,0.129576
9,0.536,0.128235
10,0.603,0.137244
11,0.67,0.140311
12,0.737,0.141652
13,0.804,0.147211
14,0.871,0.153153
15,0.938,0.155645
16,1.005,0.150661
17,1.072,0.148169
18,1.139,0.148744
19,1.206,0.148361
20,1.273,0.145678
21,1.34,0.146253
22,1.407,0.142227
23,1.474,0.144719
24,1.541,0.146636
25,1.608,0.149128
26,1.675,0.148553
27,1.742,0.155453
28,1.809,0.150086
29,1.876,0.156603
30,1.943,0.156412
31,2.01,0.158329
32,2.077,0.15737
33,2.144,0.159479
34,2.211,0.158137
35,2.278,0.161204
36,2.345,0.163312
37,2.412,0.160245
38,2.479,0.163121
39,2.546,0.165421
40,2.613,0.164271
41,2.68,0.163312
42,2.747,0.161204
43,2.814,0.165229
44,2.881,0.164462
45,2.948,0.16082
46,3.015,0.163312
47,3.082,0.162354
48,3.149,0.161204
49,3.216,0.161204
50,3.283,0.168679
51,3.35,0.168679
52,3.417,0.168104
53,3.484,0.166379
54,3.551,0.168104
55,3.618,0.166379
56,3.685,0.166763
57,3.752,0.169254
58,3.819,0.169063
59,3.886,0.170788
60,3.953,0.170979
61,4.02,0.171363
62,4.087,0.169063
63,4.154,0.168679
64,4.221,0.169446
65,4.288,0.171171
66,4.355,0.170596
67,4.422,0.173471
68,4.489,0.172896
69,4.556,0.173088
70,4.623,0.176922
71,4.69,0.17443
72,4.757,0.170404
73,4.824,0.170213
74,4.891,0.168679
75,4.958,0.171938
76,5.025,0.168679
77,5.092,0.166571
78,5.159,0.165037
79,5.226,0.165421
80,5.293,0.164654
81,5.36,0.172513
82,5.427,0.170213
83,5.494,0.173855
84,5.561,0.188614
85,5.628,0.198198
86,5.695,0.20644
87,5.762,0.210849
88,5.829,0.213341
89,5.896,0.216216
90,5.963,0.222733
91,6.03,0.226375
92,6.097,0.225609
93,6.164,0.227334
94,6.231,0.229251
95,6.298,0.224842
96,6.365,0.217366
97,6.432,0.207591
98,6.499,0.203374
99,6.566,0.198007
100,6.633,0.186889
101,6.7,0.187272
102,6.767,0.176155
103,6.834,0.177497
104,6.901,0.173855
105,6.968,0.175196
106,7.035,0.169254
107,7.102,0.168871
108,7.169,0.170213
109,7.236,0.173471
110,7.303,0.176538
111,7.37,0.17788
112,7.437,0.175005
113,7.504,0.176922
114,7.571,0.184014
115,7.638,0.181139
116,7.705,0.184397
117,7.772,0.185739
118,7.839,0.190914
119,7.906,0.194173
120,7.973,0.192064
121,8.04,0.197623
122,8.107,0.193023
123,8.174,0.188231
124,8.241,0.192064
125,8.308,0.190339
126,8.375,0.188998
127,8.442,0.185356
128,8.509,0.183822
129,8.576,0.179605
130,8.643,0.175388
131,8.71,0.176347
132,8.777,0.171938
133,8.844,0.171555
134,8.911,0.175005
135,8.978,0.169446
136,9.045,0.168871
137,9.112,0.171555
138,9.179,0.164271
139,9.246,0.161395
140,9.313,0.152386
141,9.38,0.150278
142,9.447,0.148744
143,9.514,0.144336
144,9.581,0.142611
145,9.648,0.141844
146,9.715,0.142227
147,9.782,0.138585
148,9.849,0.140694
149,9.916,0.13916
150,9.983,0.138585
151,10.05,0.136094
152,10.117,0.140119
153,10.184,0.139735
154,10.251,0.137244
155,10.318,0.140694
156,10.385,0.140311
157,10.452,0.143377
158,10.519,0.146253
159,10.586,0.144144
160,10.653,0.148744
161,10.72,0.146828
162,10.787,0.147211
163,10.854,0.146636
164,10.921,0.148553
165,10.988,0.149511
166,11.055,0.150853
167,11.122,0.150278
168,11.189,0.149511
169,11.256,0.15162
170,11.323,0.153153
171,11.39,0.150853
172,11.457,0.150853
173,11.524,0.151811
174,11.591,0.150661
175,11.658,0.151236
176,11.725,0.150853
177,11.792,0.151045
178,11.859,0.152195
179,11.926,0.152003
180,11.993,0.150853
181,12.06,0.15507
182,12.127,0.156028
183,12.194,0.15622
184,12.261,0.156412
185,12.328,0.155645
186,12.395,0.155645
187,12.462,0.15507
188,12.529,0.154878
189,12.596,0.154878
190,12.663,0.15622
191,12.73,0.156603
192,12.797,0.156412
193,12.864,0.156603
194,12.931,0.157178
195,12.998,0.155837
196,13.065,0.155453
197,13.132,0.156603
198,13.199,0.156603
199,13.266,0.157945
200,13.333,0.15852
201,13.4,0.158712
202,13.467,0.158712
203,13.534,0.158712
204,13.601,0.159095
205,13.668,0.158904
206,13.735,0.159479
207,13.802,0.159095
208,13.869,0.160245
209,13.936,0.160629
210,14.003,0.160629
211,14.07,0.159862
212,14.137,0.159862
213,14.204,0.159287
214,14.271,0.159287
215,14.338,0.159095
216,14.405,0.158904
217,14.472,0.159095
218,14.539,0.158712
219,14.606,0.159095
220,14.673,0.158329
221,14.74,0.157945
222,14.807,0.157753
223,14.874,0.154495
224,14.941,0.154112
225,15.008,0.15507
226,15.075,0.155453
227,15.142,0.153728
228,15.209,0.153537
229,15.276,0.153537
230,15.343,0.152578
231,15.41,0.152578
232,15.477,0.153537
233,15.544,0.153728
234,15.611,0.154687
235,15.678,0.153728
236,15.745,0.153728
237,15.812,0.153728
238,15.879,0.15392
239,15.946,0.153728
240,16.013,0.153345
241,16.08,0.15277
242,16.147,0.153345
243,16.214,0.153153
244,16.281,0.153345
245,16.348,0.152578
246,16.415,0.15277
247,16.482,0.15277
248,16.549,0.153153
249,16.616,0.154495
250,16.683,0.152386
251,16.75,0.151045
252,16.817,0.152386
253,16.884,0.15277
254,16.951,0.15277
255,17.018,0.153153
256,17.085,0.156795
257,17.152,0.158904
258,17.219,0.161779
259,17.286,0.163312
260,17.353,0.163696
261,17.42,0.163312
262,17.487,0.164271
263,17.554,0.166571
264,17.621,0.166763
265,17.688,0.165229
266,17.755,0.163121
267,17.822,0.159095
268,17.889,0.159479
269,17.956,0.158904
270,18.023,0.157562
271,18.09,0.158137
272,18.157,0.157562
273,18.224,0.155837
274,18.291,0.155645
275,18.358,0.153728
276,18.425,0.153537
277,18.492,0.15277
278,18.559,0.153345
279,18.626,0.155837
280,18.693,0.15737
281,18.76,0.158712
282,18.827,0.159095
283,18.894,0.158904
284,18.961,0.160437
285,19.028,0.164654
286,19.095,0.163696
287,19.162,0.163696
288,19.229,0.163504
289,19.296,0.156028
290,19.363,0.15852
291,19.43,0.158137
292,19.497,0.158712
293,19.564,0.158329
294,19.631,0.15737
295,19.698,0.157945
296,19.765,0.159479
297,19.832,0.159287
298,19.899,0.159287
299,19.966,0.159287
300,20.033,0.15967
301,20.1,0.159479
302,20.167,0.15967
303,20.234,0.159287
304,20.301,0.159095
305,20.368,0.15967
306,20.435,0.160054
307,20.502,0.160054
308,20.569,0.160245
309,20.636,0.159287
310,20.703,0.158712
311,20.77,0.158712
312,20.837,0.15852
313,20.904,0.15852
314,20.971,0.158712
315,21.038,0.158904
316,21.105,0.161204
317,21.172,0.163696
318,21.239,0.164462
319,21.306,0.167146
320,21.373,0.169638
321,21.44,0.170596
322,21.507,0.165229
323,21.574,0.169638
324,21.641,0.172321
325,21.708,0.170021
326,21.775,0.166954
327,21.842,0.171171
328,21.909,0.167721
329,21.976,0.169829
330,22.043,0.166763
331,22.11,0.170596
332,22.177,0.170213
333,22.244,0.166763
334,22.311,0.169638
335,22.378,0.166187
336,22.445,0.169829
337,22.512,0.171746
338,22.579,0.172321
339,22.646,0.170404
340,22.713,0.168488
341,22.78,0.174238
342,22.847,0.175772
343,22.914,0.172896
344,22.981,0.171746
345,23.048,0.172513
346,23.115,0.170788
347,23.182,0.170788
348,23.249,0.170021
349,23.316,0.168679
350,23.383,0.169063
351,23.45,0.169254
352,23.517,0.168104
353,23.584,0.168679
354,23.651,0.166571
355,23.718,0.167338
356,23.785,0.165996
357,23.852,0.167146
358,23.919,0.166763
359,23.986,0.166763
360,24.053,0.169638
361,24.12,0.172321
362,24.187,0.175388
363,24.254,0.177305
364,24.321,0.181522
365,24.388,0.180372
366,24.455,0.181522
367,24.522,0.181139
368,24.589,0.179413
369,24.656,0.179988
370,24.723,0.177305
371,24.79,0.177113
372,24.857,0.174238
373,24.924,0.17443
374,24.991,0.174621
375,25.058,0.172896
376,25.125,0.178455
377,25.192,0.178455
378,25.259,0.182672
379,25.326,0.183822
380,25.393,0.186889
381,25.46,0.185739
382,25.527,0.197815
383,25.594,0.207974
384,25.661,0.2166
385,25.728,0.219475
386,25.795,0.228292
387,25.862,0.231167
388,25.929,0.231359
389,25.996,0.240751
390,26.063,0.248994
391,26.13,0.251102
392,26.197,0.261645
393,26.264,0.268929
394,26.331,0.279279
395,26.398,0.280621
396,26.465,0.285605
397,26.532,0.291547
398,26.599,0.297106
399,26.666,0.296339
400,26.733,0.297297
401,26.8,0.305923
402,26.867,0.311482
403,26.934,0.313015
404,27.001,0.319916
405,27.068,0.326624
406,27.135,0.332183
407,27.202,0.3364
408,27.269,0.338509
409,27.336,0.341576
410,27.403,0.344834
411,27.47,0.347326
412,27.537,0.35346
413,27.604,0.35691
414,27.671,0.361319
415,27.738,0.36036
416,27.805,0.362661
417,27.872,0.364386
418,27.939,0.368794
419,28.006,0.376078
420,28.073,0.375311
421,28.14,0.378953
422,28.207,0.379337
423,28.274,0.383554
424,28.341,0.381445
425,28.408,0.387579
426,28.475,0.384896
427,28.542,0.388729
428,28.609,0.393329
429,28.676,0.396205
430,28.743,0.390454
431,28.81,0.395821
432,28.877,0.397355
433,28.944,0.396013
434,29.011,0.401955
435,29.078,0.408089
436,29.145,0.408089
437,29.212,0.410197
438,29.279,0.405789
439,29.346,0.407131
440,29.413,0.407897
441,29.48,0.409047
442,29.547,0.408664
443,29.614,0.410006
444,29.681,0.414606
445,29.748,0.410197
446,29.815,0.413073
447,29.882,0.412881
448,29.949,0.414031
449,30.016,0.411348
450,30.083,0.404639
451,30.15,0.412498
452,30.217,0.411923
453,30.284,0.413648
454,30.351,0.414606
455,30.418,0.414989
456,30.485,0.414031
457,30.552,0.418631
458,30.619,0.414606
459,30.686,0.414989
460,30.753,0.398888
461,30.82,0.391029
462,30.887,0.388154
463,30.954,0.388537
464,31.021,0.389688
465,31.088,0.389879
466,31.155,0.384129
467,31.222,0.377995
468,31.289,0.378378
469,31.356,0.372245
470,31.423,0.370519
471,31.49,0.369561
472,31.557,0.371094
473,31.624,0.373778
474,31.691,0.374736
475,31.758,0.375695
476,31.825,0.381062
477,31.892,0.385854
478,31.959,0.389113
479,32.026,0.391029
480,32.093,0.407131
481,32.16,0.405214
482,32.227,0.407897
483,32.294,0.411156
484,32.361,0.413839
485,32.428,0.409047
486,32.495,0.411539
487,32.562,0.414414
488,32.629,0.415181
489,32.696,0.416523
490,32.763,0.416331
491,32.83,0.413456
492,32.897,0.410964
493,32.964,0.414031
494,33.031,0.413264
495,33.098,0.412306
496,33.165,0.408856
497,33.232,0.409622
498,33.299,0.410197
499,33.366,0.406555
500,33.433,0.406172
501,33.5,0.406939
502,33.567,0.404639
503,33.634,0.419973
504,33.701,0.419973
505,33.768,0.417865
506,33.835,0.415756
507,33.902,0.414606
508,33.969,0.412114
509,34.036,0.410581
510,34.103,0.408472
511,34.17,0.407706
512,34.237,0.407897
513,34.304,0.407131
514,34.371,0.406747
515,34.438,0.40483
516,34.505,0.403105
517,34.572,0.401955
518,34.639,0.40253
519,34.706,0.399847
520,34.773,0.397355
521,34.84,0.39908
522,34.907,0.40023
523,34.974,0.400422
524,35.041,0.39563
525,35.108,0.390071
526,35.175,0.384896
527,35.242,0.382212
528,35.309,0.383937
529,35.376,0.383362
530,35.443,0.383745
531,35.51,0.384129
532,35.577,0.383554
533,35.644,0.383554
534,35.711,0.384704
535,35.778,0.383937
536,35.845,0.38432
537,35.912,0.38317
538,35.979,0.378378
539,36.046,0.377037
540,36.113,0.378762
541,36.18,0.377803
542,36.247,0.376845
543,36.314,0.37627
544,36.381,0.377612
545,36.448,0.377995
546,36.515,0.381062
547,36.582,0.388346
548,36.649,0.385279
549,36.716,0.401763
550,36.783,0.402147
551,36.85,0.403489
552,36.917,0.407514
553,36.984,0.406172
554,37.051,0.405022
555,37.118,0.409814
556,37.185,0.40483
557,37.252,0.406172
558,37.319,0.400997
559,37.386,0.404064
560,37.453,0.40598
561,37.52,0.411731
562,37.587,0.413648
563,37.654,0.412114
564,37.721,0.41614
565,37.788,0.417098
566,37.855,0.415756
567,37.922,0.414798
568,37.989,0.411731
569,38.056,0.414798
570,38.123,0.412689
571,38.19,0.414798
572,38.257,0.433583
573,38.324,0.432816
574,38.391,0.428024
575,38.458,0.433391
576,38.525,0.42534
577,38.592,0.423807
578,38.659,0.42649
579,38.726,0.42419
580,38.793,0.41959
581,38.86,0.419206
582,38.927,0.421123
583,38.994,0.426874
584,39.061,0.427832
585,39.128,0.428215
586,39.195,0.42879
587,39.262,0.428024
588,39.329,0.431091
589,39.396,0.430707
590,39.463,0.435499
591,39.53,0.4378
592,39.597,0.437033
593,39.664,0.440483
594,39.731,0.438375
595,39.798,0.450834
596,39.865,0.447575
597,39.932,0.445467
598,39.999,0.441633
599,40.066,0.438758
600,40.133,0.438566
601,40.2,0.436649
602,40.267,0.434349
603,40.334,0.434158
604,40.401,0.435308
605,40.468,0.432432
606,40.535,0.433199
607,40.602,0.433007
608,40.669,0.434733
609,40.736,0.433007
610,40.803,0.432816
611,40.87,0.435116
612,40.937,0.431091
613,41.004,0.433007
614,41.071,0.431474
615,41.138,0.432241
616,41.205,0.431857
617,41.272,0.429749
618,41.339,0.429941
619,41.406,0.430324
620,41.473,0.428599
621,41.54,0.429366
622,41.607,0.427065
623,41.674,0.423807
624,41.741,0.423807
625,41.808,0.426107
626,41.875,0.424765
627,41.942,0.422465
628,42.009,0.423423
629,42.076,0.42419
630,42.143,0.42074
631,42.21,0.419781
632,42.277,0.42074
633,42.344,0.420548
634,42.411,0.415565
635,42.478,0.415756
636,42.545,0.415373
637,42.612,0.417865
638,42.679,0.416906
639,42.746,0.416331
640,42.813,0.414606
641,42.88,0.413839
642,42.947,0.413456
643,43.014,0.416906
644,43.081,0.415373
645,43.148,0.414798
646,43.215,0.415181
647,43.282,0.41614
648,43.349,0.41614
649,43.416,0.41729
650,43.483,0.418823
651,43.55,0.420548
652,43.617,0.42189
653,43.684,0.420357
654,43.751,0.41959
655,43.818,0.42419
656,43.885,0.426682
657,43.952,0.427065
658,44.019,0.428407
659,44.086,0.428982
660,44.153,0.434733
661,44.22,0.440483
662,44.287,0.442016
663,44.354,0.446042
664,44.421,0.475752
665,44.488,0.474602
666,44.555,0.47326
667,44.622,0.472494
668,44.689,0.472685
669,44.756,0.473836
670,44.823,0.474602
671,44.89,0.474602
672,44.957,0.474794
673,45.024,0.476327
674,45.091,0.476327
675,45.158,0.477286
676,45.225,0.480736
677,45.292,0.481503
678,45.359,0.482845
679,45.426,0.486295
680,45.493,0.487062
681,45.56,0.493195
682,45.627,0.497796
683,45.694,0.498371
684,45.761,0.499137
685,45.828,0.498946
