Frame,Time,Density
1,0,0.156813
2,0.067,0.155326
3,0.134,0.158832
4,0.201,0.157664
5,0.268,0.157734
6,0.335,0.158372
7,0.402,0.156388
8,0.469,0.161525
9,0.536,0.164465
10,0.603,0.164925
11,0.67,0.170416
12,0.737,0.171266
13,0.804,0.175233
14,0.871,0.176331
15,0.938,0.175906
16,1.005,0.174099
17,1.072,0.173143
18,1.139,0.171018
19,1.206,0.166094
20,1.273,0.162304
21,1.34,0.162091
22,1.407,0.163154
23,1.474,0.164287
24,1.541,0.165173
25,1.608,0.167015
26,1.675,0.16829
27,1.742,0.171726
28,1.809,0.17711
29,1.876,0.178315
30,1.943,0.180759
31,2.01,0.1809
32,2.077,0.18168
33,2.144,0.182353
34,2.211,0.185186
35,2.278,0.183274
36,2.345,0.184301
37,2.412,0.181715
38,2.479,0.181007
39,2.546,0.181396
40,2.613,0.182034
41,2.68,0.182742
42,2.747,0.182105
43,2.814,0.182919
44,2.881,0.183238
45,2.948,0.182317
46,3.015,0.182565
47,3.082,0.182246
48,3.149,0.18253
49,3.216,0.184053
50,3.283,0.184124
51,3.35,0.184584
52,3.417,0.183415
53,3.484,0.182034
54,3.551,0.181396
55,3.618,0.182707
56,3.685,0.183876
57,3.752,0.185293
58,3.819,0.188552
59,3.886,0.18887
60,3.953,0.186993
61,4.02,0.18756
62,4.087,0.186639
63,4.154,0.185895
64,4.221,0.184691
65,4.288,0.185399
66,4.355,0.183663
67,4.422,0.182317
68,4.489,0.183132
69,4.556,0.183061
70,4.623,0.185257
71,4.69,0.18253
72,4.757,0.181184
73,4.824,0.180263
74,4.891,0.18083
75,4.958,0.18214
76,5.025,0.18253
77,5.092,0.183663
78,5.159,0.184832
79,5.226,0.186143
80,5.293,0.19468
81,5.36,0.202543
82,5.427,0.207113
83,5.494,0.213099
84,5.561,0.218412
85,5.628,0.232865
86,5.695,0.238001
87,5.762,0.241508
88,5.829,0.246183
89,5.896,0.250824
90,5.963,0.254295
91,6.03,0.25642
92,6.097,0.257766
93,6.164,0.258085
94,6.231,0.255889
95,6.298,0.252736
96,6.365,0.247777
97,6.432,0.242039
98,6.499,0.239311
99,6.566,0.232617
100,6.633,0.229252
101,6.7,0.22748
102,6.767,0.220361
103,6.834,0.217669
104,6.901,0.217066
105,6.968,0.216783
106,7.035,0.217102
107,7.102,0.218448
108,7.169,0.222203
109,7.236,0.223442
110,7.303,0.225957
111,7.37,0.228401
112,7.437,0.225426
113,7.504,0.226843
114,7.571,0.230031
115,7.638,0.22957
116,7.705,0.22957
117,7.772,0.231341
118,7.839,0.230704
119,7.906,0.230102
120,7.973,0.229535
121,8.04,0.23035
122,8.107,0.234565
123,8.174,0.233396
124,8.241,0.231979
125,8.308,0.229074
126,8.375,0.228649
127,8.442,0.224753
128,8.509,0.224115
129,8.576,0.220963
130,8.643,0.217137
131,8.71,0.216429
132,8.777,0.214658
133,8.844,0.213241
134,8.911,0.212532
135,8.978,0.210655
136,9.045,0.211434
137,9.112,0.213064
138,9.179,0.212532
139,9.246,0.211363
140,9.313,0.208813
141,9.38,0.20605
142,9.447,0.203252
143,9.514,0.200028
144,9.581,0.196982
145,9.648,0.194573
146,9.715,0.191527
147,9.782,0.187914
148,9.849,0.187418
149,9.916,0.186249
150,9.983,0.186533
151,10.05,0.184301
152,10.117,0.182353
153,10.184,0.181432
154,10.251,0.180865
155,10.318,0.18168
156,10.385,0.181538
157,10.452,0.181999
158,10.519,0.184088
159,10.586,0.183982
160,10.653,0.185789
161,10.72,0.187276
162,10.787,0.18671
163,10.854,0.186072
164,10.921,0.186533
165,10.988,0.186851
166,11.055,0.187737
167,11.122,0.186391
168,11.189,0.188516
169,11.256,0.189508
170,11.323,0.190039
171,11.39,0.189756
172,11.457,0.191456
173,11.524,0.189614
174,11.591,0.191315
175,11.658,0.190996
176,11.725,0.190146
177,11.792,0.192129
178,11.859,0.192306
179,11.926,0.192165
180,11.993,0.191031
181,12.06,0.192306
182,12.127,0.192909
183,12.194,0.193688
184,12.261,0.193936
185,12.328,0.194219
186,12.395,0.195459
187,12.462,0.195211
188,12.529,0.194786
189,12.596,0.195069
190,12.663,0.195601
191,12.73,0.194928
192,12.797,0.195034
193,12.864,0.195317
194,12.931,0.195246
195,12.998,0.194538
196,13.065,0.194113
