1,0,0.17882,0
4,0.2,0.182859,0
7,0.4,0.189722,0
10,0.6,0.199387,0.070377
13,0.8,0.20577,0.0649834
16,1,0.203944,0.0693066
19,1.2,0.194267,0.0649951
22,1.4,0.194658,0.0587912
25,1.6,0.194338,0.0621728
28,1.8,0.202434,0.0759644
31,2,0.208884,0.0985793
34,2.2,0.210944,0.115641
37,2.4,0.210421,0.122741
40,2.6,0.209231,0.123395
43,2.8,0.209527,0.118364
46,3,0.20744,0.108826
49,3.2,0.205602,0.0956335
52,3.4,0.207584,0.081306
55,3.6,0.210331,0.0650797
58,3.8,0.212477,0.0542118
61,4,0.215618,0.0519488
64,4.2,0.210811,0.0577833
67,4.4,0.206367,0.061927
70,4.6,0.201396,0.0588147
73,4.8,0.201103,0.0581032
76,5,0.198243,0.0590045
79,5.2,0.201482,0.0642499
82,5.4,0.208131,0.0699205
85,5.6,0.227749,0.0813073
88,5.8,0.244082,0.0891617
91,6,0.262787,0.0951106
94,6.2,0.276182,0.0983843
97,6.4,0.282944,0.103018
100,6.6,0.28113,0.104087
103,6.8,0.272374,0.101692
106,7,0.262569,0.105432
109,7.2,0.25315,0.105936
112,7.4,0.252689,0.110576
115,7.6,0.260122,0.114107
118,7.8,0.267551,0.130348
121,8,0.271266,0.143593
124,8.2,0.277306,0.152077
127,8.4,0.275207,0.152634
130,8.6,0.276767,0.153548
133,8.8,0.273498,0.155642
136,9,0.269034,0.160629
139,9.2,0.261363,0.158553
142,9.4,0.25871,0.158721
145,9.6,0.257547,0.150141
148,9.8,0.256447,0.139816
151,10,0.249662,0.124976
154,10.2,0.244367,0.11775
157,10.4,0.240227,0.114711
160,10.6,0.239189,0.114629
163,10.8,0.237168,0.112189
166,11,0.237086,0.111167
169,11.2,0.237964,0.119502
172,11.4,0.239333,0.121311
175,11.6,0.240367,0.116117
178,11.8,0.237983,0.104848
181,12,0.238249,0.0903634
184,12.2,0.238694,0.089561
187,12.4,0.239685,0.0819628
190,12.6,0.240336,0.0787321
193,12.8,0.240324,0.057077
196,13,0.239575,0.0597706
199,13.2,0.239372,0.049077
202,13.4,0.239099,0.0498639
205,13.6,0.238865,0.0262397
208,13.8,0.238869,0.0224706
211,14,0.238955,0.0235956
214,14.2,0.238139,0.0234447
217,14.4,0.237894,0.0288188
220,14.6,0.238229,0.0637804
223,14.8,0.23771,0.0685874
226,15,0.237726,0.0719508
229,15.2,0.237383,0.0373235
232,15.4,0.237839,0.0350253
235,15.6,0.237359,0.0287629
238,15.8,0.236216,0.0245346
241,16,0.233633,0.021434
244,16.2,0.233286,0.0270942
247,16.4,0.235123,0.0250236
250,16.6,0.236083,0.0242914
253,16.8,0.235381,0.0140712
256,17,0.235603,0.0121659
259,17.2,0.23583,0.0113894
262,17.4,0.236025,0.0207264
265,17.6,0.235506,0.0263477
268,17.8,0.235439,0.0295341
271,18,0.233535,0.0437537
274,18.2,0.233118,0.0416467
277,18.4,0.239638,0.0386202
280,18.6,0.24592,0.0158882
283,18.8,0.252073,0.017791
286,19,0.255553,0.0244722
289,19.2,0.253501,0.0288825
292,19.4,0.251452,0.0291986
295,19.6,0.249139,0.0225629
298,19.8,0.245327,0.0244891
301,20,0.242591,0.0216733
304,20.2,0.242552,0.0300648
307,20.4,0.243485,0.0263138
310,20.6,0.24336,0.0276925
313,20.8,0.241323,0.022905
316,21,0.239267,0.0212298
319,21.2,0.237219,0.0483188
322,21.4,0.236239,0.0650042
325,21.6,0.235869,0.0820305
328,21.8,0.236013,0.0666313
331,22,0.235873,0.0682831
334,22.2,0.235919,0.0539712
337,22.4,0.23615,0.0414035
340,22.6,0.238342,0.0216004
343,22.8,0.244496,0.0212337
346,23,0.250087,0.0251966
349,23.2,0.252857,0.0303054
352,23.4,0.252787,0.0345688
355,23.6,0.252717,0.0375563
358,23.8,0.251546,0.0390455
361,24,0.249408,0.0404033
364,24.2,0.248456,0.0393992
367,24.4,0.246997,0.0376369
370,24.6,0.245373,0.0403994
373,24.8,0.24521,0.0386553
376,25,0.245295,0.0382703
379,25.2,0.245346,0.0311287
382,25.4,0.247055,0.0307398
385,25.6,0.251039,0.0304784
388,25.8,0.256322,0.0341149
391,26,0.261507,0.0408871
394,26.2,0.261855,0.0464641
397,26.4,0.263431,0.043833
400,26.6,0.263372,0.0376525
403,26.8,0.266069,0.0349616
406,27,0.274926,0.0420421
409,27.2,0.285984,0.0531284
412,27.4,0.298949,0.0678682
415,27.6,0.310389,0.0831269
418,27.8,0.321299,0.0996602
421,28,0.33126,0.125015
424,28.2,0.345822,0.149611
427,28.4,0.360372,0.171823
430,28.6,0.371172,0.182875
433,28.8,0.382194,0.194226
436,29,0.388906,0.202881
439,29.2,0.394743,0.207342
442,29.4,0.399983,0.211088
445,29.6,0.406362,0.224471
448,29.8,0.413819,0.235022
451,30,0.420175,0.244783
454,30.2,0.42666,0.244557
457,30.4,0.430959,0.247916
460,30.6,0.434924,0.250269
463,30.8,0.439742,0.252757
466,31,0.442259,0.251768
469,31.2,0.447558,0.263859
472,31.4,0.447608,0.266982
475,31.6,0.447199,0.272725
478,31.8,0.44714,0.263314
481,32,0.446625,0.259429
484,32.2,0.445837,0.243119
487,32.4,0.446169,0.24023
490,32.6,0.445533,0.23825
493,32.8,0.446133,0.257746
496,33,0.44478,0.244165
499,33.2,0.444717,0.165685
502,33.4,0.447203,0.0824258
505,33.6,0.447175,0.0244306
508,33.8,0.448088,0.0385707
511,34,0.449021,0.0528735
514,34.2,0.452493,0.0568156
517,34.4,0.467422,0.0601543
520,34.6,0.493587,0.0664934
523,34.8,0.507899,0.0707529
526,35,0.513132,0.0720795
529,35.2,0.516155,0.0653333
532,35.4,0.516023,0.0663256
535,35.6,0.516526,0.06769
538,35.8,0.516592,0.0686758
541,36,0.517759,0.0708882
544,36.2,0.525024,0.0895557
547,36.4,0.525294,0.0988057
550,36.6,0.522465,0.104467
553,36.8,0.520674,0.0915912
556,37,0.519792,0.0877193
559,37.2,0.520529,0.0886974
562,37.4,0.521517,0.0982204
565,37.6,0.520245,0.167531
568,37.8,0.517864,0.195965
571,38,0.516222,0.173523
574,38.2,0.516542,0.0892774
577,38.4,0.515824,0.0454262
580,38.6,0.517252,0.0404397
583,38.8,0.518223,0.0494438
586,39,0.520588,0.0589317
589,39.2,0.524217,0.0633486
592,39.4,0.52996,0.0638155
595,39.6,0.547432,0.0452376
598,39.8,0.558471,0.0509486
601,40,0.564721,0.0540713
604,40.2,0.568537,0.0740148
607,40.4,0.580231,0.0526316
610,40.6,0.587044,0.0558506
613,40.8,0.58983,0.0579094
616,41,0.590563,0.087043
619,41.2,0.599358,0.111665
622,41.4,0.597664,0.122396
625,41.6,0.596939,0.129466
628,41.8,0.597032,0.114687
631,42,0.59944,0.112051
634,42.2,0.602214,0.111291
637,42.4,0.604114,0.110237
640,42.6,0.608488,0.0999827
643,42.8,0.608726,0.0897495
646,43,0.618129,0.0914585
649,43.2,0.617505,0.0889848
652,43.4,0.615597,0.090591
655,43.6,0.622098,0.0758331
658,43.8,0.621895,0.0796087
661,44,0.619628,0.0863576
664,44.2,0.616139,0.0912882
