,,Time,Density
2581,0.116996,172,0.116996
2584,0.116957,172.2,0.116957
2587,0.116083,172.4,0.116083
2590,0.115974,172.6,0.115974
2593,0.116235,172.8,0.116235
2596,0.115845,173,0.115845
2599,0.115646,173.2,0.115646
2602,0.115603,173.4,0.115603
2605,0.115665,173.6,0.115665
2608,0.115622,173.8,0.115622
2611,0.115146,174,0.115146
2614,0.114819,174.2,0.114819
2617,0.114944,174.4,0.114944
2620,0.114866,174.6,0.114866
2623,0.114807,174.8,0.114807
2626,0.125693,175,0.125693
2629,0.138448,175.2,0.138448
2632,0.151578,175.4,0.151578
2635,0.151203,175.6,0.151203
2638,0.155265,175.8,0.155265
2641,0.172718,176,0.172718
2644,0.19726,176.2,0.19726
2647,0.226208,176.4,0.226208
2650,0.250762,176.6,0.250762
2653,0.284817,176.8,0.284817
2656,0.304576,177,0.304576
2659,0.320105,177.2,0.320105
2662,0.327749,177.4,0.327749
2665,0.315458,177.6,0.315458
2668,0.295492,177.8,0.295492
2671,0.2944,178,0.2944
2674,0.292226,178.2,0.292226
2677,0.282296,178.4,0.282296
2680,0.290572,178.6,0.290572
2683,0.276693,178.8,0.276693
2686,0.244355,179,0.244355
2689,0.248725,179.2,0.248725
2692,0.25594,179.4,0.25594
2695,0.249392,179.6,0.249392
2698,0.240945,179.8,0.240945
2701,0.230472,180,0.230472
2704,0.216594,180.2,0.216594
2707,0.204744,180.4,0.204744
2710,0.193175,180.6,0.193175
2713,0.180287,180.8,0.180287
2716,0.181181,181,0.181181
2719,0.179589,181.2,0.179589
2722,0.172573,181.4,0.172573
2725,0.170388,181.6,0.170388
2728,0.174509,181.8,0.174509
2731,0.184392,182,0.184392
2734,0.191045,182.2,0.191045
2737,0.190974,182.4,0.190974
2740,0.196386,182.6,0.196386
2743,0.196484,182.8,0.196484
2746,0.190627,183,0.190627
2749,0.190225,183.2,0.190225
2752,0.18534,183.4,0.18534
2755,0.188305,183.6,0.188305
2758,0.190748,183.8,0.190748
2761,0.188426,184,0.188426
2764,0.191298,184.2,0.191298
2767,0.192422,184.4,0.192422
2770,0.194205,184.6,0.194205
2773,0.195149,184.8,0.195149
2776,0.193916,185,0.193916
2779,0.193296,185.2,0.193296
2782,0.192223,185.4,0.192223
2785,0.190752,185.6,0.190752
2788,0.187389,185.8,0.187389
2791,0.185047,186,0.185047
2794,0.182098,186.2,0.182098
2797,0.180853,186.4,0.180853
2800,0.178637,186.6,0.178637
2803,0.176108,186.8,0.176108
2806,0.176382,187,0.176382
2809,0.177782,187.2,0.177782
2812,0.178898,187.4,0.178898
2815,0.179835,187.6,0.179835
2818,0.180915,187.8,0.180915
2821,0.180623,188,0.180623
2824,0.181032,188.2,0.181032
2827,0.180564,188.4,0.180564
2830,0.18035,188.6,0.18035
2833,0.178777,188.8,0.178777
2836,0.17962,189,0.17962
2839,0.179074,189.2,0.179074
2842,0.178352,189.4,0.178352
2845,0.178773,189.6,0.178773
2848,0.178106,189.8,0.178106
2851,0.184271,190,0.184271
2854,0.190135,190.2,0.190135
2857,0.187806,190.4,0.187806
2860,0.183534,190.6,0.183534
2863,0.180436,190.8,0.180436
2866,0.18074,191,0.18074
2869,0.18177,191.2,0.18177
2872,0.183069,191.4,0.183069
2875,0.180876,191.6,0.180876
2878,0.178734,191.8,0.178734
2881,0.183471,192,0.183471
2884,0.189285,192.2,0.189285
2887,0.192995,192.4,0.192995
2890,0.193093,192.6,0.193093
2893,0.191821,192.8,0.191821
2896,0.191353,193,0.191353
2899,0.19202,193.2,0.19202
2902,0.191794,193.4,0.191794
2905,0.191622,193.6,0.191622
2908,0.192094,193.8,0.192094
2911,0.190541,194,0.190541
2914,0.191091,194.2,0.191091
2917,0.191774,194.4,0.191774
2920,0.191673,194.6,0.191673
2923,0.192324,194.8,0.192324
2926,0.192477,195,0.192477
2929,0.191579,195.2,0.191579
2932,0.191973,195.4,0.191973
2935,0.190662,195.6,0.190662
2938,0.191392,195.8,0.191392
2941,0.198509,196,0.198509
2944,0.206582,196.2,0.206582
2947,0.21604,196.4,0.21604
2950,0.230562,196.6,0.230562
2953,0.245518,196.8,0.245518
2956,0.262959,197,0.262959
2959,0.286432,197.2,0.286432
2962,0.339087,197.4,0.339087
2965,0.37221,197.6,0.37221
2968,0.413331,197.8,0.413331
2971,0.441284,198,0.441284
2974,0.485873,198.2,0.485873
2977,0.518493,198.4,0.518493
2980,0.536308,198.6,0.536308
2983,0.57867,198.8,0.57867
2986,0.646644,199,0.646644
2989,0.646285,199.2,0.646285
2992,0.67414,199.4,0.67414
2995,0.693809,199.6,0.693809
2998,0.712023,199.8,0.712023
3001,0.747233,200,0.747233
3004,0.769266,200.2,0.769266
3007,0.778693,200.4,0.778693
3010,0.779801,200.6,0.779801
3013,0.794421,200.8,0.794421
3016,0.797234,201,0.797234
3019,0.807516,201.2,0.807516
3022,0.807652,201.4,0.807652
3025,0.812623,201.6,0.812623
3028,0.816186,201.8,0.816186
3031,0.817801,202,0.817801
3034,0.820095,202.2,0.820095
3037,0.830704,202.4,0.830704
3040,0.829772,202.6,0.829772
3043,0.826463,202.8,0.826463
3046,0.826416,203,0.826416
3049,0.825565,203.2,0.825565
3052,0.825573,203.4,0.825573
3055,0.823892,203.6,0.823892
3058,0.818363,203.8,0.818363
3061,0.821059,204,0.821059
3064,0.814402,204.2,0.814402
3067,0.809217,204.4,0.809217
3070,0.80901,204.6,0.80901
3073,0.80823,204.8,0.80823
3076,0.808253,205,0.808253
3079,0.81045,205.2,0.81045
3082,0.811199,205.4,0.811199
3085,0.810044,205.6,0.810044
3088,0.811121,205.8,0.811121
3091,0.813033,206,0.813033
3094,0.812311,206.2,0.812311
3097,0.811101,206.4,0.811101
3100,0.809104,206.6,0.809104
3103,0.807246,206.8,0.807246
3106,0.805658,207,0.805658
3109,0.803949,207.2,0.803949
3112,0.802201,207.4,0.802201
3115,0.798861,207.6,0.798861
3118,0.800368,207.8,0.800368
3121,0.798452,208,0.798452
3124,0.796875,208.2,0.796875
3127,0.801125,208.4,0.801125
3130,0.803286,208.6,0.803286
3133,0.799646,208.8,0.799646
3136,0.802537,209,0.802537
3139,0.802104,209.2,0.802104
3142,0.799045,209.4,0.799045
3145,0.797804,209.6,0.797804
3148,0.798401,209.8,0.798401
3151,0.798323,210,0.798323
3154,0.797976,210.2,0.797976
3157,0.797831,210.4,0.797831
3160,0.79748,210.6,0.79748
3163,0.794893,210.8,0.794893
3166,0.794117,211,0.794117
3169,0.793578,211.2,0.793578
3172,0.793731,211.4,0.793731
3175,0.792626,211.6,0.792626
3178,0.791304,211.8,0.791304
3181,0.789723,212,0.789723
3184,0.788658,212.2,0.788658
3187,0.791577,212.4,0.791577
3190,0.790141,212.6,0.790141
3193,0.786118,212.8,0.786118
3196,0.785314,213,0.785314
3199,0.786797,213.2,0.786797
3202,0.785896,213.4,0.785896
3205,0.784807,213.6,0.784807
3208,0.784296,213.8,0.784296
3211,0.781647,214,0.781647
3214,0.780195,214.2,0.780195
3217,0.78032,214.4,0.78032
3220,0.779231,214.6,0.779231
3223,0.777803,214.8,0.777803
3226,0.776204,215,0.776204
3229,0.775548,215.2,0.775548
3232,0.774647,215.4,0.774647
3235,0.773726,215.6,0.773726
3238,0.77284,215.8,0.77284
3241,0.772087,216,0.772087
3244,0.771857,216.2,0.771857
3247,0.770956,216.4,0.770956
3250,0.770011,216.6,0.770011
3253,0.76991,216.8,0.76991
3256,0.769836,217,0.769836
3259,0.768232,217.2,0.768232
3262,0.770893,217.4,0.770893
3265,0.768864,217.6,0.768864
3268,0.769922,217.8,0.769922
3271,0.76904,218,0.76904
3274,0.768661,218.2,0.768661
3277,0.77016,218.4,0.77016
3280,0.771365,218.6,0.771365
3283,0.772493,218.8,0.772493
3286,0.778802,219,0.778802
3289,0.780363,219.2,0.780363
3292,0.780414,219.4,0.780414
3295,0.779325,219.6,0.779325
3298,0.779126,219.8,0.779126
3301,0.780102,220,0.780102
3304,0.779614,220.2,0.779614
3307,0.780086,220.4,0.780086
3310,0.779996,220.6,0.779996
3313,0.782099,220.8,0.782099
3316,0.781573,221,0.781573
3319,0.782107,221.2,0.782107
3322,0.781241,221.4,0.781241
3325,0.780738,221.6,0.780738
3328,0.783551,221.8,0.783551
3331,0.784031,222,0.784031
3334,0.783395,222.2,0.783395
3337,0.782345,222.4,0.782345
3340,0.781986,222.6,0.781986
3343,0.782411,222.8,0.782411
3346,0.781666,223,0.781666
3349,0.781089,223.2,0.781089
3352,0.78062,223.4,0.78062
3355,0.781494,223.6,0.781494
3358,0.780968,223.8,0.780968
3361,0.781054,224,0.781054
3364,0.781311,224.2,0.781311
3367,0.78096,224.4,0.78096
3370,0.781225,224.6,0.781225
3373,0.782298,224.8,0.782298
3376,0.782216,225,0.782216
3379,0.782486,225.2,0.782486
3382,0.782583,225.4,0.782583
3385,0.782887,225.6,0.782887
3388,0.781896,225.8,0.781896
3391,0.782942,226,0.782942
3394,0.782037,226.2,0.782037
3397,0.781475,226.4,0.781475
3400,0.78183,226.6,0.78183
3403,0.78245,226.8,0.78245
3406,0.783122,227,0.783122
3409,0.78343,227.2,0.78343
3412,0.783488,227.4,0.783488
3415,0.784608,227.6,0.784608
3418,0.783785,227.8,0.783785
3421,0.783687,228,0.783687
3424,0.783609,228.2,0.783609
3427,0.783395,228.4,0.783395
3430,0.783133,228.6,0.783133
3433,0.784522,228.8,0.784522
3436,0.799743,229,0.799743
3439,0.799533,229.2,0.799533
3442,0.799544,229.4,0.799544
3445,0.7989,229.6,0.7989
3448,0.799548,229.8,0.799548
3451,0.799353,230,0.799353
3454,0.800137,230.2,0.800137
3457,0.80025,230.4,0.80025
3460,0.800067,230.6,0.800067
3463,0.802127,230.8,0.802127
3466,0.802073,231,0.802073
3469,0.80114,231.2,0.80114
3472,0.800957,231.4,0.800957
3475,0.800648,231.6,0.800648
3478,0.800516,231.8,0.800516
3481,0.800399,232,0.800399
3484,0.800239,232.2,0.800239
3487,0.80075,232.4,0.80075
3490,0.800535,232.6,0.800535
3493,0.799962,232.8,0.799962
3496,0.799931,233,0.799931
3499,0.799899,233.2,0.799899
3502,0.80025,233.4,0.80025
3505,0.799907,233.6,0.799907
3508,0.800254,233.8,0.800254
3511,0.800442,234,0.800442
3514,0.799853,234.2,0.799853
3517,0.799521,234.4,0.799521
3520,0.801004,234.6,0.801004
3523,0.801952,234.8,0.801952
3526,0.80267,235,0.80267
3529,0.80313,235.2,0.80313
3532,0.802533,235.4,0.802533
3535,0.801718,235.6,0.801718
3538,0.801257,235.8,0.801257
3541,0.800906,236,0.800906
3544,0.800141,236.2,0.800141
3547,0.8002,236.4,0.8002
3550,0.800024,236.6,0.800024
3553,0.79979,236.8,0.79979
3556,0.799595,237,0.799595
3559,0.799673,237.2,0.799673
3562,0.799821,237.4,0.799821
3565,0.79979,237.6,0.79979
3568,0.800836,237.8,0.800836
3571,0.799127,238,0.799127
3574,0.798924,238.2,0.798924
3577,0.798694,238.4,0.798694
3580,0.799142,238.6,0.799142
3583,0.799423,238.8,0.799423
3586,0.799435,239,0.799435
3589,0.799618,239.2,0.799618
3592,0.799435,239.4,0.799435
3595,0.800325,239.6,0.800325
3598,0.800055,239.8,0.800055
3601,0.799158,240,0.799158
3604,0.79819,240.2,0.79819
3607,0.798596,240.4,0.798596
3610,0.799279,240.6,0.799279
3613,0.800317,240.8,0.800317
3616,0.801991,241,0.801991
3619,0.801889,241.2,0.801889
3622,0.80251,241.4,0.80251
3625,0.803653,241.6,0.803653
3628,0.803298,241.8,0.803298
3631,0.804105,242,0.804105
3634,0.804831,242.2,0.804831
3637,0.804539,242.4,0.804539
3640,0.805916,242.6,0.805916
3643,0.806365,242.8,0.806365
3646,0.805307,243,0.805307
3649,0.805709,243.2,0.805709
3652,0.805861,243.4,0.805861
3655,0.804929,243.6,0.804929
3658,0.804905,243.8,0.804905
3661,0.804328,244,0.804328
3664,0.803567,244.2,0.803567
3667,0.803411,244.4,0.803411
3670,0.802073,244.6,0.802073
3673,0.801803,244.8,0.801803
3676,0.800914,245,0.800914
3679,0.801522,245.2,0.801522
3682,0.802119,245.4,0.802119
3685,0.802205,245.6,0.802205
3688,0.802502,245.8,0.802502
3691,0.802576,246,0.802576
3694,0.802517,246.2,0.802517
3697,0.802412,246.4,0.802412
3700,0.802112,246.6,0.802112
3703,0.802549,246.8,0.802549
3706,0.802494,247,0.802494
3709,0.802611,247.2,0.802611
3712,0.802357,247.4,0.802357
3715,0.802096,247.6,0.802096
3718,0.801975,247.8,0.801975
3721,0.799677,248,0.799677
3724,0.799654,248.2,0.799654
3727,0.799201,248.4,0.799201
3730,0.798998,248.6,0.798998
3733,0.798936,248.8,0.798936
3736,0.79899,249,0.79899
3739,0.798858,249.2,0.798858
3742,0.798272,249.4,0.798272
3745,0.798151,249.6,0.798151
3748,0.79787,249.8,0.79787
3751,0.798225,250,0.798225
3754,0.797671,250.2,0.797671
3757,0.797484,250.4,0.797484
3760,0.796275,250.6,0.796275
3763,0.794589,250.8,0.794589
3766,0.793044,251,0.793044
3769,0.790738,251.2,0.790738
3772,0.787995,251.4,0.787995
3775,0.789852,251.6,0.789852
3778,0.78915,251.8,0.78915
3781,0.789271,252,0.789271
3784,0.789341,252.2,0.789341
3787,0.789048,252.4,0.789048
3790,0.788767,252.6,0.788767
3793,0.788155,252.8,0.788155
3796,0.788182,253,0.788182
3799,0.786602,253.2,0.786602
3802,0.785736,253.4,0.785736
3805,0.785104,253.6,0.785104
3808,0.784319,253.8,0.784319
3811,0.786594,254,0.786594
3814,0.7894,254.2,0.7894
3817,0.791581,254.4,0.791581
3820,0.803715,254.6,0.803715
3823,0.803637,254.8,0.803637
3826,0.80322,255,0.80322
3829,0.802954,255.2,0.802954
3832,0.80272,255.4,0.80272
3835,0.802572,255.6,0.802572
3838,0.802291,255.8,0.802291
3841,0.802201,256,0.802201
3844,0.801764,256.2,0.801764
3847,0.801702,256.4,0.801702
3850,0.802045,256.6,0.802045
3853,0.801464,256.8,0.801464
3856,0.800508,257,0.800508
3859,0.799217,257.2,0.799217
3862,0.798982,257.4,0.798982
3865,0.798873,257.6,0.798873
3868,0.799248,257.8,0.799248
3871,0.800001,258,0.800001
3874,0.800379,258.2,0.800379
3877,0.801109,258.4,0.801109
3880,0.802096,258.6,0.802096
3883,0.801339,258.8,0.801339
3886,0.800414,259,0.800414
3889,0.800434,259.2,0.800434
3892,0.800247,259.4,0.800247
3895,0.8013,259.6,0.8013
3898,0.801698,259.8,0.801698
3901,0.799154,260,0.799154
3904,0.801191,260.2,0.801191
3907,0.802268,260.4,0.802268
3910,0.801854,260.6,0.801854
3913,0.801476,260.8,0.801476
3916,0.801245,261,0.801245
3919,0.800715,261.2,0.800715
3922,0.800243,261.4,0.800243
3925,0.800434,261.6,0.800434
3928,0.801027,261.8,0.801027
3931,0.800481,262,0.800481
3934,0.801284,262.2,0.801284
3937,0.801745,262.4,0.801745
3940,0.801359,262.6,0.801359
3943,0.80201,262.8,0.80201
3946,0.803329,263,0.803329
3949,0.80336,263.2,0.80336
3952,0.803286,263.4,0.803286
3955,0.80377,263.6,0.80377
3958,0.803672,263.8,0.803672
3961,0.803235,264,0.803235
3964,0.802931,264.2,0.802931
3967,0.802873,264.4,0.802873
3970,0.804312,264.6,0.804312
3973,0.804609,264.8,0.804609
3976,0.803988,265,0.803988
3979,0.803891,265.2,0.803891
3982,0.801839,265.4,0.801839
3985,0.800231,265.6,0.800231
3988,0.801082,265.8,0.801082
3991,0.804156,266,0.804156
3994,0.804539,266.2,0.804539
3997,0.805479,266.4,0.805479
4000,0.804796,266.6,0.804796
4003,0.803805,266.8,0.803805
4006,0.803001,267,0.803001
4009,0.802802,267.2,0.802802
4012,0.803068,267.4,0.803068
4015,0.803286,267.6,0.803286
4018,0.80331,267.8,0.80331
4021,0.80384,268,0.80384
4024,0.80338,268.2,0.80338
4027,0.803009,268.4,0.803009
4030,0.800769,268.6,0.800769
4033,0.801062,268.8,0.801062
4036,0.803189,269,0.803189
4039,0.803181,269.2,0.803181
4042,0.804542,269.4,0.804542
4045,0.805467,269.6,0.805467
4048,0.805237,269.8,0.805237
4051,0.804242,270,0.804242
4054,0.805011,270.2,0.805011
4057,0.805249,270.4,0.805249
4060,0.804515,270.6,0.804515
4063,0.804269,270.8,0.804269
4066,0.804851,271,0.804851
4069,0.80496,271.2,0.80496
4072,0.808838,271.4,0.808838
4075,0.808292,271.6,0.808292
4078,0.806813,271.8,0.806813
4081,0.805635,272,0.805635
4084,0.805389,272.2,0.805389
4087,0.805182,272.4,0.805182
4090,0.805366,272.6,0.805366
4093,0.805245,272.8,0.805245
4096,0.806052,273,0.806052
4099,0.805358,273.2,0.805358
4102,0.804718,273.4,0.804718
4105,0.804156,273.6,0.804156
4108,0.803497,273.8,0.803497
4111,0.803142,274,0.803142
4114,0.803278,274.2,0.803278
4117,0.802677,274.4,0.802677
4120,0.802744,274.6,0.802744
4123,0.802615,274.8,0.802615
4126,0.802237,275,0.802237
4129,0.801476,275.2,0.801476
4132,0.800422,275.4,0.800422
4135,0.800208,275.6,0.800208
4138,0.80034,275.8,0.80034
4141,0.80098,276,0.80098
4144,0.802034,276.2,0.802034
4147,0.804636,276.4,0.804636
4150,0.804964,276.6,0.804964
4153,0.804757,276.8,0.804757
4156,0.802939,277,0.802939
4159,0.8024,277.2,0.8024
4162,0.800414,277.4,0.800414
4165,0.79835,277.6,0.79835
4168,0.797008,277.8,0.797008
4171,0.795213,278,0.795213
4174,0.79409,278.2,0.79409
4177,0.793633,278.4,0.793633
4180,0.792158,278.6,0.792158
4183,0.787328,278.8,0.787328
4186,0.791304,279,0.791304
4189,0.792841,279.2,0.792841
4192,0.79414,279.4,0.79414
4195,0.798432,279.6,0.798432
4198,0.802065,279.8,0.802065
4201,0.804488,280,0.804488
4204,0.800719,280.2,0.800719
4207,0.797028,280.4,0.797028
4210,0.798042,280.6,0.798042
4213,0.797788,280.8,0.797788
4216,0.798253,281,0.798253
4219,0.7997,281.2,0.7997
4222,0.804675,281.4,0.804675
4225,0.809057,281.6,0.809057
4228,0.81402,281.8,0.81402
4231,0.818573,282,0.818573
4234,0.821968,282.2,0.821968
4237,0.826806,282.4,0.826806
4240,0.831098,282.6,0.831098
4243,0.829912,282.8,0.829912
4246,0.828336,283,0.828336
4249,0.820485,283.2,0.820485
4252,0.806177,283.4,0.806177
4255,0.794616,283.6,0.794616
4258,0.785408,283.8,0.785408
4261,0.778439,284,0.778439
4264,0.777082,284.2,0.777082
4267,0.777905,284.4,0.777905
4270,0.780332,284.6,0.780332
4273,0.789158,284.8,0.789158
4276,0.798116,285,0.798116
4279,0.806661,285.2,0.806661
4282,0.814289,285.4,0.814289
4285,0.828624,285.6,0.828624
4288,0.831005,285.8,0.831005
4291,0.82731,286,0.82731
4294,0.824582,286.2,0.824582
4297,0.811078,286.4,0.811078
4300,0.802022,286.6,0.802022
4303,0.796462,286.8,0.796462
4306,0.790192,287,0.790192
4309,0.785334,287.2,0.785334
4312,0.790984,287.4,0.790984
4315,0.789961,287.6,0.789961
4318,0.77904,287.8,0.77904
4321,0.770199,288,0.770199
4324,0.762785,288.2,0.762785
4327,0.754783,288.4,0.754783
4330,0.741126,288.6,0.741126
4333,0.73598,288.8,0.73598
4336,0.730443,289,0.730443
4339,0.723599,289.2,0.723599
4342,0.714711,289.4,0.714711
4345,0.689732,289.6,0.689732
4348,0.683067,289.8,0.683067
4351,0.678104,290,0.678104
4354,0.683672,290.2,0.683672
4357,0.683898,290.4,0.683898
4360,0.69304,290.6,0.69304
4363,0.693068,290.8,0.693068
4366,0.692377,291,0.692377
4369,0.693501,291.2,0.693501
4372,0.697652,291.4,0.697652
4375,0.711246,291.6,0.711246
4378,0.716299,291.8,0.716299
4381,0.71063,292,0.71063
4384,0.720962,292.2,0.720962
4387,0.716159,292.4,0.716159
4390,0.719631,292.6,0.719631
4393,0.725898,292.8,0.725898
4396,0.691327,293,0.691327
4399,0.681089,293.2,0.681089
4402,0.661131,293.4,0.661131
4405,0.636636,293.6,0.636636
4408,0.610068,293.8,0.610068
4411,0.559274,294,0.559274
4414,0.559684,294.2,0.559684
4417,0.585616,294.4,0.585616
4420,0.617864,294.6,0.617864
4423,0.653207,294.8,0.653207
4426,0.66286,295,0.66286
4429,0.652902,295.2,0.652902
4432,0.643741,295.4,0.643741
4435,0.626226,295.6,0.626226
4438,0.608574,295.8,0.608574
4441,0.600388,296,0.600388
4444,0.601145,296.2,0.601145
4447,0.584917,296.4,0.584917
4450,0.588803,296.6,0.588803
4453,0.577808,296.8,0.577808
4456,0.570168,297,0.570168
4459,0.557316,297.2,0.557316
4462,0.558482,297.4,0.558482
4465,0.569669,297.6,0.569669
4468,0.582701,297.8,0.582701
4471,0.579833,298,0.579833
4474,0.590555,298.2,0.590555
4477,0.587988,298.4,0.587988
4480,0.571698,298.6,0.571698
4483,0.573262,298.8,0.573262
4486,0.586111,299,0.586111
4489,0.580777,299.2,0.580777
4492,0.593041,299.4,0.593041
4495,0.591496,299.6,0.591496
4498,0.612924,299.8,0.612924
4501,0.623073,300,0.623073
4504,0.639082,300.2,0.639082
4507,0.668993,300.4,0.668993
4510,0.688901,300.6,0.688901
4513,0.710161,300.8,0.710161
4516,0.740225,301,0.740225
4519,0.758532,301.2,0.758532
4522,0.771412,301.4,0.771412
4525,0.77348,301.6,0.77348
4528,0.760713,301.8,0.760713
4531,0.775443,302,0.775443
4534,0.78295,302.2,0.78295
4537,0.784487,302.4,0.784487
4540,0.784253,302.6,0.784253
4543,0.787417,302.8,0.787417
4546,0.783566,303,0.783566
4549,0.782064,303.2,0.782064
4552,0.779235,303.4,0.779235
4555,0.77396,303.6,0.77396
4558,0.757584,303.8,0.757584
4561,0.745118,304,0.745118
4564,0.730178,304.2,0.730178
4567,0.698128,304.4,0.698128
4570,0.695877,304.6,0.695877
4573,0.66055,304.8,0.66055
4576,0.650152,305,0.650152
4579,0.646788,305.2,0.646788
4582,0.623873,305.4,0.623873
4585,0.613826,305.6,0.613826
4588,0.597828,305.8,0.597828
4591,0.587286,306,0.587286
4594,0.607509,306.2,0.607509
4597,0.628422,306.4,0.628422
4600,0.626136,306.6,0.626136
4603,0.615265,306.8,0.615265
4606,0.612296,307,0.612296
4609,0.614372,307.2,0.614372
4612,0.618754,307.4,0.618754
4615,0.631185,307.6,0.631185
4618,0.633686,307.8,0.633686
4621,0.649496,308,0.649496
4624,0.63712,308.2,0.63712
4627,0.622339,308.4,0.622339
4630,0.606042,308.6,0.606042
4633,0.589673,308.8,0.589673
4636,0.585737,309,0.585737
4639,0.611243,309.2,0.611243
4642,0.632437,309.4,0.632437
4645,0.63367,309.6,0.63367
4648,0.637244,309.8,0.637244
4651,0.641556,310,0.641556
4654,0.654174,310.2,0.654174
4657,0.673387,310.4,0.673387
4660,0.686977,310.6,0.686977
4663,0.683937,310.8,0.683937
4666,0.672091,311,0.672091
4669,0.667124,311.2,0.667124
4672,0.658115,311.4,0.658115
4675,0.651919,311.6,0.651919
4678,0.621485,311.8,0.621485
4681,0.560418,312,0.560418
4684,0.552899,312.2,0.552899
4687,0.526729,312.4,0.526729
4690,0.517049,312.6,0.517049
4693,0.501777,312.8,0.501777
4696,0.489771,313,0.489771
4699,0.490193,313.2,0.490193
4702,0.497836,313.4,0.497836
4705,0.495952,313.6,0.495952
4708,0.503896,313.8,0.503896
4711,0.524697,314,0.524697
4714,0.564963,314.2,0.564963
4717,0.569567,314.4,0.569567
4720,0.617478,314.6,0.617478
4723,0.615745,314.8,0.615745
4726,0.62488,315,0.62488
4729,0.641384,315.2,0.641384
4732,0.637638,315.4,0.637638
4735,0.64465,315.6,0.64465
4738,0.655111,315.8,0.655111
4741,0.6355,316,0.6355
4744,0.632445,316.2,0.632445
4747,0.543398,316.4,0.543398
4750,0.474984,316.6,0.474984
4753,0.448814,316.8,0.448814
4756,0.370575,317,0.370575
4759,0.328115,317.2,0.328115
4762,0.2885,317.4,0.2885
4765,0.271082,317.6,0.271082
4768,0.258148,317.8,0.258148
4771,0.255655,318,0.255655
4774,0.251792,318.2,0.251792
4777,0.243368,318.4,0.243368
4780,0.231705,318.6,0.231705
4783,0.212661,318.8,0.212661
4786,0.200694,319,0.200694
4789,0.192633,319.2,0.192633
4792,0.180549,319.4,0.180549
4795,0.161469,319.6,0.161469
4798,0.148936,319.8,0.148936
4801,0.140969,320,0.140969
4804,0.133485,320.2,0.133485
4807,0.131257,320.4,0.131257
4810,0.131089,320.6,0.131089
4813,0.129103,320.8,0.129103
4816,0.127636,321,0.127636
4819,0.127324,321.2,0.127324
4822,0.12455,321.4,0.12455
4825,0.125155,321.6,0.125155
4828,0.125478,321.8,0.125478
4831,0.125248,322,0.125248
4834,0.124963,322.2,0.124963
4837,0.124519,322.4,0.124519
4840,0.123485,322.6,0.123485
4843,0.122735,322.8,0.122735
4846,0.122615,323,0.122615
4849,0.122306,323.2,0.122306
4852,0.122248,323.4,0.122248
4855,0.121604,323.6,0.121604
4858,0.121491,323.8,0.121491
4861,0.120753,324,0.120753
4864,0.12039,324.2,0.12039
4867,0.12027,324.4,0.12027
4870,0.120117,324.6,0.120117
4873,0.120262,324.8,0.120262
4876,0.120847,325,0.120847
4879,0.120742,325.2,0.120742
4882,0.121304,325.4,0.121304
4885,0.121241,325.6,0.121241
4888,0.121444,325.8,0.121444
4891,0.122021,326,0.122021
4894,0.122127,326.2,0.122127
4897,0.123883,326.4,0.123883
4900,0.12542,326.6,0.12542
4903,0.128951,326.8,0.128951
4906,0.131273,327,0.131273
4909,0.128288,327.2,0.128288
4912,0.124265,327.4,0.124265
4915,0.120449,327.6,0.120449
4918,0.131234,327.8,0.131234
4921,0.151952,328,0.151952
4924,0.161816,328.2,0.161816
4927,0.160692,328.4,0.160692
4930,0.173592,328.6,0.173592
4933,0.195329,328.8,0.195329
4936,0.213164,329,0.213164
4939,0.2297,329.2,0.2297
4942,0.248682,329.4,0.248682
4945,0.26132,329.6,0.26132
4948,0.267247,329.8,0.267247
4951,0.259322,330,0.259322
4954,0.248218,330.2,0.248218
4957,0.230133,330.4,0.230133
4960,0.210495,330.6,0.210495
4963,0.195118,330.8,0.195118
4966,0.193034,331,0.193034
4969,0.200073,331.2,0.200073
4972,0.203624,331.4,0.203624
4975,0.218357,331.6,0.218357
4978,0.218525,331.8,0.218525
4981,0.205591,332,0.205591
4984,0.1882,332.2,0.1882
4987,0.182671,332.4,0.182671
4990,0.174376,332.6,0.174376
4993,0.174571,332.8,0.174571
4996,0.169612,333,0.169612
4999,0.16928,333.2,0.16928
5002,0.17262,333.4,0.17262
5005,0.17683,333.6,0.17683
5008,0.182039,333.8,0.182039
5011,0.178988,334,0.178988
5014,0.172304,334.2,0.172304
5017,0.167134,334.4,0.167134
5020,0.163513,334.6,0.163513
5023,0.1642,334.8,0.1642
5026,0.156978,335,0.156978
5029,0.149057,335.2,0.149057
5032,0.137422,335.4,0.137422
5035,0.131503,335.6,0.131503
5038,0.131756,335.8,0.131756
5041,0.129595,336,0.129595
5044,0.129072,336.2,0.129072
5047,0.143731,336.4,0.143731
5050,0.164087,336.6,0.164087
5053,0.188625,336.8,0.188625
5056,0.216071,337,0.216071
5059,0.25123,337.2,0.25123
5062,0.282121,337.4,0.282121
5065,0.328049,337.6,0.328049
5068,0.352069,337.8,0.352069
5071,0.380458,338,0.380458
5074,0.407619,338.2,0.407619
5077,0.434459,338.4,0.434459
5080,0.451378,338.6,0.451378
5083,0.45471,338.8,0.45471
5086,0.430764,339,0.430764
5089,0.361335,339.2,0.361335
5092,0.305422,339.4,0.305422
5095,0.26919,339.6,0.26919
5098,0.255936,339.8,0.255936
5101,0.240676,340,0.240676
5104,0.211385,340.2,0.211385
