frame,time,Qdensity
1,0,0.153038
2,0.067,0.153766
3,0.134,0.154643
4,0.201,0.15742
5,0.268,0.158267
6,0.335,0.160347
7,0.402,0.166307
8,0.469,0.169255
9,0.536,0.174386
10,0.603,0.179987
11,0.67,0.183226
12,0.737,0.186761
13,0.804,0.187668
14,0.871,0.186906
15,0.938,0.186834
16,1.005,0.184972
17,1.072,0.183954
18,1.139,0.179144
19,1.206,0.174514
20,1.273,0.16982
21,1.34,0.174527
22,1.407,0.175306
23,1.474,0.173654
24,1.541,0.172867
25,1.608,0.174253
26,1.675,0.177625
27,1.742,0.182229
28,1.809,0.184292
29,1.876,0.186675
30,1.943,0.187822
31,2.01,0.189161
32,2.077,0.190402
33,2.144,0.190804
34,2.211,0.191498
35,2.278,0.191284
36,2.345,0.189709
37,2.412,0.187925
38,2.479,0.182589
39,2.546,0.188036
40,2.613,0.186667
41,2.68,0.186881
42,2.747,0.183226
43,2.814,0.185588
44,2.881,0.183312
45,2.948,0.177471
46,3.015,0.181926
47,3.082,0.181262
48,3.149,0.182003
49,3.216,0.183158
50,3.283,0.184382
51,3.35,0.185118
52,3.417,0.185451
53,3.484,0.185576
54,3.551,0.186812
55,3.618,0.186389
56,3.685,0.184258
57,3.752,0.187133
58,3.819,0.186581
59,3.886,0.181344
60,3.953,0.178964
61,4.02,0.17754
62,4.087,0.174536
63,4.154,0.171207
64,4.221,0.170338
65,4.288,0.166453
66,4.355,0.165469
67,4.422,0.165199
68,4.489,0.164335
69,4.556,0.165212
70,4.623,0.166354
71,4.69,0.166701
72,4.757,0.167351
73,4.824,0.169337
74,4.891,0.171617
75,4.958,0.172995
76,5.025,0.175353
77,5.092,0.179487
78,5.159,0.183522
79,5.226,0.193098
80,5.293,0.203419
81,5.36,0.208652
82,5.427,0.216778
83,5.494,0.22445
84,5.561,0.239512
85,5.628,0.246645
86,5.695,0.250625
87,5.762,0.255563
88,5.829,0.26199
89,5.896,0.265451
90,5.963,0.267946
91,6.03,0.268755
92,6.097,0.270732
93,6.164,0.266932
94,6.231,0.265516
95,6.298,0.260933
96,6.365,0.255374
97,6.432,0.254151
98,6.499,0.246992
99,6.566,0.24377
100,6.633,0.241643
101,6.7,0.234976
102,6.767,0.232443
103,6.834,0.232948
104,6.901,0.228845
105,6.968,0.230334
106,7.035,0.234501
107,7.102,0.238087
108,7.169,0.239444
109,7.236,0.243466
110,7.303,0.243295
111,7.37,0.243325
112,7.437,0.246453
113,7.504,0.249084
114,7.571,0.250163
115,7.638,0.240697
116,7.705,0.254608
117,7.772,0.253877
118,7.839,0.252704
119,7.906,0.251763
120,7.973,0.251429
121,8.04,0.254741
122,8.107,0.254767
123,8.174,0.254604
124,8.241,0.253363
125,8.308,0.253611
126,8.375,0.251185
127,8.442,0.248644
128,8.509,0.244844
129,8.576,0.241767
130,8.643,0.241395
131,8.71,0.238605
132,8.777,0.238875
133,8.844,0.238682
134,8.911,0.233462
135,8.978,0.237612
136,9.045,0.237347
137,9.112,0.23647
138,9.179,0.235871
139,9.246,0.231515
140,9.313,0.228665
141,9.38,0.227762
142,9.447,0.225049
143,9.514,0.222726
144,9.581,0.22169
145,9.648,0.219495
146,9.715,0.217831
147,9.782,0.217257
148,9.849,0.216371
149,9.916,0.216722
150,9.983,0.21555
151,10.05,0.214399
152,10.117,0.214591
153,10.184,0.214236
154,10.251,0.214347
155,10.318,0.214296
156,10.385,0.214373
157,10.452,0.215734
158,10.519,0.21605
159,10.586,0.216427
160,10.653,0.21718
161,10.72,0.217895
162,10.787,0.218434
163,10.854,0.218199
164,10.921,0.216876
165,10.988,0.215862
166,11.055,0.215939
167,11.122,0.215845
168,11.189,0.215952
169,11.256,0.215991
170,11.323,0.216594
171,11.39,0.216406
172,11.457,0.216778
173,11.524,0.217077
174,11.591,0.217625
175,11.658,0.216294
176,11.725,0.218537
177,11.792,0.218746
178,11.859,0.203522
179,11.926,0.218425
180,11.993,0.216799
181,12.06,0.217056
182,12.127,0.217445
183,12.194,0.21745
184,12.261,0.217711
185,12.328,0.21751
186,12.395,0.217296
187,12.462,0.217377
188,12.529,0.217437
189,12.596,0.217364
190,12.663,0.217077
191,12.73,0.217013
192,12.797,0.217206
193,12.864,0.216851
194,12.931,0.216667
195,12.998,0.213453
196,13.065,0.203094
197,13.132,0.215995
198,13.199,0.216016
199,13.266,0.215815
200,13.333,0.215755
201,13.4,0.215704
202,13.467,0.215742
203,13.534,0.216466
204,13.601,0.216487
205,13.668,0.216457
206,13.735,0.21605
207,13.802,0.21576
208,13.869,0.215751
209,13.936,0.214215
210,14.003,0.215811
211,14.07,0.215691
212,14.137,0.215387
213,14.204,0.215293
214,14.271,0.213804
215,14.338,0.215755
216,14.405,0.21576
217,14.472,0.21558
218,14.539,0.215096
219,14.606,0.213787
