time,Qdensity
0,0.17882
1.06667,0.203105
2.13333,0.210573
3.2,0.205602
4.26667,0.209941
5.33333,0.204798
6.4,0.282944
7.46667,0.253372
8.53333,0.274657
9.6,0.257547
10.6667,0.238998
11.7333,0.238959
12.8,0.240324
13.8667,0.238619
14.9333,0.23764
16,0.233633
17.0667,0.235783
18.1333,0.233063
19.2,0.253501
20.2667,0.242279
21.3333,0.236251
22.4,0.23615
23.4667,0.252635
24.5333,0.245202
25.6,0.251039
26.6667,0.263501
27.7333,0.316777
28.8,0.382194
29.8667,0.414369
30.9333,0.441974
32,0.446625
33.0667,0.443668
34.1333,0.450363
35.2,0.516155
36.2667,0.52536
37.3333,0.520986
38.4,0.515824
39.4667,0.531509
40.5333,0.585159
41.6,0.596939
42.6667,0.609136
43.7333,0.622078
44.8,0.609975
45.8667,0.606561
46.9333,0.611161
48,0.655212
49.0667,0.664733
50.1333,0.691768
51.2,0.703614
52.2667,0.70363
53.3333,0.692677
54.4,0.702494
55.4667,0.720146
56.5333,0.720373
57.6,0.718636
58.6667,0.719725
59.7333,0.721563
60.8,0.721703
61.8667,0.719222
62.9333,0.717723
64,0.71768
65.0667,0.715698
66.1333,0.715125
67.2,0.715304
68.2667,0.713041
69.3333,0.713958
70.4,0.715445
71.4667,0.714212
72.5333,0.712276
73.6,0.713029
74.6667,0.714598
75.7333,0.708542
76.8,0.709518
77.8667,0.705011
78.9333,0.712581
80,0.71475
81.0667,0.71333
82.1333,0.710478
83.2,0.711847
84.2667,0.712721
85.3333,0.710224
86.4,0.70706
87.4667,0.705729
88.5333,0.705483
89.6,0.706061
90.6667,0.705971
91.7333,0.703041
92.8,0.702412
93.8667,0.706693
94.9333,0.713825
96,0.709619
97.0667,0.715089
98.1333,0.719846
99.2,0.734513
100.267,0.740525
101.333,0.742574
102.4,0.747627
103.467,0.757736
104.533,0.754927
105.6,0.781885
106.667,0.754201
107.733,0.738758
108.8,0.726327
109.867,0.700282
110.933,0.707075
112,0.714496
113.067,0.731278
114.133,0.729468
115.2,0.749242
116.267,0.606775
117.333,0.466856
118.4,0.503162
119.467,0.395976
120.533,0.415972
121.6,0.385609
122.667,0.348498
123.733,0.292765
124.8,0.27539
125.867,0.341838
126.933,0.495316
128,0.559961
129.067,0.359591
130.133,0.286577
131.2,0.233387
132.267,0.144032
133.333,0.15903
134.4,0.388582
135.467,0.546316
136.533,0.342774
137.6,0.229637
138.667,0.175469
139.733,0.148585
140.8,0.274212
141.867,0.645243
142.933,0.723451
144,0.43181
145.067,0.346313
146.133,0.200245
147.2,0.150423
148.267,0.137399
149.333,0.142268
150.4,0.143372
151.467,0.189297
152.533,0.216367
153.6,0.217702
154.667,0.203476
155.733,0.160813
156.8,0.161769
157.867,0.14377
158.933,0.15825
160,0.254636
161.067,0.191267
162.133,0.147539
163.2,0.162678
164.267,0.164243
165.333,0.153298
166.4,0.141889
167.467,0.180752
168.533,0.199625
169.6,0.165261
170.667,0.169858
171.733,0.125361
172.8,0.125229
173.867,0.124643
174.933,0.134378
176,0.184618
177.067,0.309312
178.133,0.291466
179.2,0.240375
180.267,0.208505
181.333,0.174536
182.4,0.198154
183.467,0.190479
184.533,0.203308
185.6,0.200288
186.667,0.190432
187.733,0.18655
188.8,0.184599
189.867,0.186245
190.933,0.184084
192,0.189991
193.067,0.195969
194.133,0.193967
195.2,0.196051
196.267,0.218447
197.333,0.33462
198.4,0.522558
199.467,0.688503
200.533,0.765087
201.6,0.794452
202.667,0.809158
203.733,0.802233
204.8,0.793727
205.867,0.799431
206.933,0.795006
208,0.787203
209.067,0.78844
210.133,0.785139
211.2,0.782497
212.267,0.776598
213.333,0.770971
214.4,0.765985
215.467,0.759972
216.533,0.758829
217.6,0.759535
218.667,0.762052
219.733,0.768349
220.8,0.76886
221.867,0.769785
222.933,0.769196
224,0.769477
225.067,0.77048
226.133,0.769372
227.2,0.769204
228.267,0.771018
229.333,0.784074
230.4,0.785209
231.467,0.785459
232.533,0.784522
233.6,0.784557
234.667,0.785502
235.733,0.785287
236.8,0.785162
237.867,0.784113
238.933,0.78492
240,0.784237
241.067,0.785732
242.133,0.78906
243.2,0.789696
244.267,0.786442
245.333,0.783828
246.4,0.784163
247.467,0.784998
248.533,0.783063
249.6,0.782638
250.667,0.781132
251.733,0.776594
252.8,0.776129
253.867,0.771884
254.933,0.783668
256,0.783001
257.067,0.780141
258.133,0.781241
259.2,0.782244
260.267,0.783106
261.333,0.78151
262.4,0.783043
263.467,0.786461
264.533,0.784811
265.6,0.782275
266.667,0.787339
267.733,0.785669
268.8,0.783344
269.867,0.787261
270.933,0.787562
272,0.786395
273.067,0.78613
274.133,0.784503
275.2,0.783461
276.267,0.784671
277.333,0.787796
278.4,0.78318
279.467,0.787542
280.533,0.793305
281.6,0.803653
282.667,0.827598
283.733,0.782302
284.8,0.777378
285.867,0.810192
286.933,0.774592
288,0.756921
289.067,0.71715
290.133,0.671701
291.2,0.682896
292.267,0.714758
293.333,0.641716
294.4,0.600965
295.467,0.620311
296.533,0.568846
297.6,0.55737
298.667,0.577789
299.733,0.59219
300.8,0.718582
301.867,0.767187
302.933,0.768778
304,0.725648
305.067,0.628934
306.133,0.595612
307.2,0.599693
308.267,0.618629
309.333,0.618594
310.4,0.650397
311.467,0.635247
312.533,0.49843
313.6,0.476903
314.667,0.622964
315.733,0.629441
316.8,0.39582
317.867,0.250859
318.933,0.203948
320,0.143466
321.067,0.133902
322.133,0.136372
323.2,0.135331
324.267,0.132088
325.333,0.131429
326.4,0.131877
327.467,0.131534
328.533,0.179495
329.6,0.256435
330.667,0.191341
331.733,0.218747
332.8,0.182219
333.867,0.186292
334.933,0.163642
336,0.139392
337.067,0.242997
338.133,0.422434
339.2,0.356314
340.267,0.20943
341.333,0.169916
342.4,0.118057
343.467,0.11796
344.533,0.118631
345.6,0.119115
346.667,0.118529
347.733,0.118549
348.8,0.119438
349.867,0.119634
350.933,0.158593
352,0.180443
353.067,0.280025
354.133,0.399191
355.2,0.336411
356.267,0.328459
357.333,0.366154
358.4,0.290385
359.467,0.31316
360.533,0.31108
361.6,0.337406
362.667,0.363825
363.733,0.405804
364.8,0.415001
365.867,0.453758
366.933,0.585538
368,0.645333
369.067,0.670027
370.133,0.676122
371.2,0.657881
372.267,0.663738
373.333,0.699474
374.4,0.693364
375.467,0.690336
376.533,0.702494
377.6,0.696439
378.667,0.697344
379.733,0.696072
380.8,0.684464
381.867,0.691511
