1,0,0.177236,0
4,0.2,0.181235,0
7,0.4,0.187907,0
10,0.6,0.19717,0.0709532
13,0.8,0.202773,0.0652084
16,1,0.201158,0.0694965
19,1.2,0.191536,0.0651889
22,1.4,0.192492,0.0589915
25,1.6,0.192363,0.0624199
28,1.8,0.200624,0.0762506
31,2,0.206773,0.0989214
34,2.2,0.208903,0.116028
37,2.4,0.208146,0.123107
40,2.6,0.207241,0.12375
43,2.8,0.207538,0.118668
46,3,0.205528,0.109155
49,3.2,0.203811,0.09593
52,3.4,0.205774,0.0819797
55,3.6,0.208263,0.0657937
58,3.8,0.210651,0.0548686
61,4,0.213457,0.0521569
64,4.2,0.208903,0.0579146
67,4.4,0.204471,0.0620935
70,4.6,0.199176,0.0591164
73,4.8,0.198766,0.0583737
76,5,0.196031,0.0592634
79,5.2,0.199363,0.0644034
82,5.4,0.205762,0.0700961
85,5.6,0.225217,0.0816325
88,5.8,0.241413,0.0897287
91,6,0.26013,0.0957284
94,6.2,0.273061,0.0990736
97,6.4,0.279272,0.103544
100,6.6,0.277201,0.104584
103,6.8,0.268839,0.102097
106,7,0.258741,0.105921
109,7.2,0.250071,0.106442
112,7.4,0.250282,0.110992
115,7.6,0.257578,0.114458
118,7.8,0.264726,0.13073
121,8,0.268398,0.144085
124,8.2,0.274301,0.152613
127,8.4,0.271808,0.153184
130,8.6,0.27365,0.154051
133,8.8,0.270009,0.15606
136,9,0.265706,0.161044
139,9.2,0.258128,0.159028
142,9.4,0.255951,0.15928
145,9.6,0.254921,0.151098
148,9.8,0.253922,0.140901
151,10,0.247102,0.125992
154,10.2,0.242271,0.118338
157,10.4,0.238003,0.115059
160,10.6,0.236895,0.114954
163,10.8,0.234721,0.112515
166,11,0.23501,0.111562
169,11.2,0.235884,0.120246
172,11.4,0.237191,0.122075
175,11.6,0.23819,0.11703
178,11.8,0.235861,0.1055
181,12,0.236243,0.0909877
184,12.2,0.236645,0.090076
187,12.4,0.237644,0.0824948
190,12.6,0.238303,0.079346
193,12.8,0.238467,0.0575999
196,13,0.237406,0.0606719
199,13.2,0.237328,0.0500031
202,13.4,0.237039,0.0508276
205,13.6,0.236793,0.0267313
208,13.8,0.236786,0.0228035
211,14,0.236899,0.0238622
214,14.2,0.236126,0.0236736
217,14.4,0.235873,0.0291687
220,14.6,0.236243,0.0649093
223,14.8,0.235794,0.0699387
226,15,0.235701,0.0734452
229,15.2,0.235436,0.038148
232,15.4,0.235892,0.0356847
235,15.6,0.235205,0.0291687
238,15.8,0.234089,0.0247973
241,16,0.231545,0.0216642
244,16.2,0.231225,0.027578
247,16.4,0.233091,0.0255062
250,16.6,0.233957,0.0247609
253,16.8,0.233309,0.0143366
256,17,0.23343,0.0124156
259,17.2,0.23373,0.0116339
262,17.4,0.233933,0.0209879
265,17.6,0.233492,0.0266585
268,17.8,0.233332,0.0298788
271,18,0.231112,0.0445054
274,18.2,0.230695,0.0424101
277,18.4,0.237301,0.0393173
280,18.6,0.243551,0.0160404
283,18.8,0.249622,0.0178664
286,19,0.253197,0.0245658
289,19.2,0.251023,0.0289736
292,19.4,0.248908,0.029274
295,19.6,0.247137,0.0229323
298,19.8,0.24338,0.0250458
301,20,0.24043,0.0222807
304,20.2,0.240605,0.0304198
307,20.4,0.241511,0.0268068
310,20.6,0.241284,0.0283363
313,20.8,0.239458,0.0239129
316,21,0.237457,0.0221311
319,21.2,0.235065,0.0495088
322,21.4,0.234082,0.0660356
325,21.6,0.233844,0.083361
328,21.8,0.234058,0.0676458
331,22,0.233879,0.0695681
334,22.2,0.234054,0.0549141
337,22.4,0.234175,0.0422462
340,22.6,0.236438,0.0219256
343,22.8,0.242525,0.0214431
346,23,0.248097,0.0253761
349,23.2,0.250816,0.0304615
352,23.4,0.250512,0.0346728
355,23.6,0.250352,0.037646
358,23.8,0.249178,0.0391456
361,24,0.246868,0.0405099
364,24.2,0.245896,0.0395007
367,24.4,0.244917,0.0377084
370,24.6,0.243224,0.0406868
373,24.8,0.243083,0.0389869
376,25,0.243255,0.03868
379,25.2,0.243469,0.0313355
382,25.4,0.24487,0.0309349
385,25.6,0.248912,0.0306266
388,25.8,0.253961,0.0342618
391,26,0.259201,0.0410445
394,26.2,0.259443,0.0466761
397,26.4,0.261051,0.0440788
400,26.6,0.260797,0.0378346
403,26.8,0.263673,0.035076
406,27,0.272565,0.0421643
409,27.2,0.283705,0.0533092
412,27.4,0.296518,0.0680737
415,27.6,0.30783,0.0833389
418,27.8,0.318731,0.0999138
421,28,0.328431,0.125442
424,28.2,0.342794,0.150035
427,28.4,0.357437,0.172221
430,28.6,0.368179,0.183097
433,28.8,0.3791,0.194434
436,29,0.385413,0.2031
439,29.2,0.39095,0.207616
442,29.4,0.396062,0.211387
445,29.6,0.402738,0.224945
448,29.8,0.41017,0.235441
451,30,0.416468,0.245191
454,30.2,0.423039,0.244779
457,30.4,0.427674,0.248211
460,30.6,0.431556,0.250662
463,30.8,0.436258,0.253171
466,31,0.438673,0.252224
469,31.2,0.444136,0.264626
472,31.4,0.444027,0.267805
475,31.6,0.443644,0.2736
478,31.8,0.443519,0.263917
481,32,0.442926,0.260237
484,32.2,0.442321,0.243982
487,32.4,0.442306,0.241135
490,32.6,0.44208,0.239017
493,32.8,0.442485,0.258497
496,33,0.4411,0.246201
499,33.2,0.44126,0.167505
502,33.4,0.443874,0.0840074
505,33.6,0.444007,0.0245073
508,33.8,0.44483,0.0386904
511,34,0.44586,0.0530946
514,34.2,0.449345,0.0570562
517,34.4,0.463754,0.0605874
520,34.6,0.489057,0.0674169
523,34.8,0.503935,0.0721224
526,35,0.509257,0.073293
529,35.2,0.512172,0.0659693
532,35.4,0.512191,0.0665637
535,35.6,0.51287,0.0679176
538,35.8,0.512776,0.0689295
541,36,0.514009,0.0710859
544,36.2,0.52106,0.0901918
547,36.4,0.521236,0.0995743
550,36.6,0.518567,0.105539
553,36.8,0.516628,0.0923117
556,37,0.515882,0.0885296
559,37.2,0.516643,0.0893828
562,37.4,0.517712,0.0991542
565,37.6,0.516378,0.168573
568,37.8,0.514205,0.198176
571,38,0.512398,0.175666
574,38.2,0.512905,0.0911022
577,38.4,0.512523,0.0458788
580,38.6,0.513822,0.0406023
583,38.8,0.514903,0.0495934
586,39,0.51715,0.0591216
589,39.2,0.520912,0.0635515
592,39.4,0.52655,0.0640379
595,39.6,0.543796,0.0455927
598,39.8,0.55467,0.0513414
601,40,0.560843,0.0544446
604,40.2,0.565045,0.0742177
607,40.4,0.576856,0.0527304
610,40.6,0.584055,0.0559793
613,40.8,0.586864,0.058046
616,41,0.587676,0.0872563
619,41.2,0.596287,0.112358
622,41.4,0.594512,0.123219
625,41.6,0.593794,0.130374
628,41.8,0.593926,0.115122
631,42,0.596299,0.112449
634,42.2,0.598613,0.111692
637,42.4,0.600439,0.110685
640,42.6,0.604165,0.100807
643,42.8,0.604348,0.0905845
646,43,0.613174,0.0927617
649,43.2,0.612846,0.089929
652,43.4,0.61095,0.0915899
655,43.6,0.617341,0.0763039
658,43.8,0.617228,0.0800236
661,44,0.614633,0.0868453
664,44.2,0.6112,0.091785
667,44.4,0.60992,0.0960211
670,44.6,0.604703,0.122002
673,44.8,0.604949,0.13329
676,45,0.603591,0.137755
679,45.2,0.60626,0.11581
682,45.4,0.606018,0.114621
685,45.6,0.604446,0.114882
688,45.8,0.601402,0.115561
691,46,0.599319,0.114236
694,46.2,0.602581,0.170984
697,46.4,0.601047,0.191536
700,46.6,0.600798,0.207193
703,46.8,0.602924,0.163348
706,47,0.607813,0.140225
709,47.2,0.613237,0.124902
712,47.4,0.62026,0.107032
715,47.6,0.62731,0.101926
718,47.8,0.631716,0.0872628
721,48,0.65101,0.121281
724,48.2,0.650983,0.120948
727,48.4,0.65204,0.146555
730,48.6,0.652657,0.0822789
733,48.8,0.656028,0.0538971
736,49,0.658529,0.0077451
739,49.2,0.663414,0.00950222
742,49.4,0.666235,0.0103047
745,49.6,0.679716,0.0101902
748,49.8,0.684371,0.0124845
751,50,0.688479,0.012863
754,50.2,0.689439,0.0128604
757,50.4,0.691195,0.0100875
760,50.6,0.691409,0.00898458
763,50.8,0.69272,0.0116963
766,51,0.693091,0.0124676
769,51.2,0.701269,0.0252174
772,51.4,0.701905,0.0227359
775,51.6,0.701254,0.0219932
778,51.8,0.701542,0.0130867
781,52,0.699732,0.0147684
784,52.2,0.700957,0.0177702
787,52.4,0.699119,0.0178131
790,52.6,0.699966,0.017155
793,52.8,0.698472,0.0188354
796,53,0.694956,0.0226526
799,53.2,0.692954,0.0278486
802,53.4,0.687742,0.0344257
805,53.6,0.686079,0.0360359
808,53.8,0.68439,0.0403044
811,54,0.686715,0.0408871
814,54.2,0.698323,0.039208
817,54.4,0.699845,0.0306331
