1,0.0243863,0
4,0.0132935,0.2
7,0.0120215,0.4
10,0.0206289,0.6
13,0.0234304,0.8
16,0.0239415,1
19,0.0255608,1.2
22,0.0138827,1.4
25,0.0250497,1.6
28,0.0367356,1.8
31,0.039381,2
34,0.043314,2.2
37,0.0435911,2.4
40,0.0466384,2.6
43,0.0446094,2.8
46,0.0421279,3
49,0.0362166,3.2
52,0.028971,3.4
55,0.0251823,3.6
58,0.0300908,3.8
61,0.0300167,4
64,0.0219516,4.2
67,0.0241834,4.4
70,0.0188965,4.6
73,0.0345467,4.8
76,0.0393108,5
79,0.0432087,5.2
82,0.0408052,5.4
85,0.0426429,5.6
88,0.030399,5.8
91,0.03823,6
94,0.0393108,6.2
97,0.0414802,6.4
100,0.0444612,6.6
103,0.0453859,6.8
106,0.0493814,7
109,0.0524872,7.2
112,0.0512581,7.4
115,0.0597329,7.6
118,0.0648833,7.8
121,0.0678135,8
124,0.0701663,8.2
127,0.0700688,8.4
130,0.0781455,8.6
133,0.0804632,8.8
136,0.0776734,9
139,0.0616487,9.2
142,0.0722109,9.4
145,0.0666586,9.6
148,0.064177,9.8
151,0.0704356,10
154,0.0660889,10.2
157,0.057501,10.4
160,0.0685822,10.6
163,0.0755118,10.8
166,0.0567168,11
169,0.0686719,11.2
172,0.0550507,11.4
175,0.0536031,11.6
178,0.0442856,11.8
181,0.0484293,12
184,0.0469388,12.2
187,0.0315774,12.4
190,0.0171446,12.6
193,0.0172187,12.8
196,0.0288227,13
199,0.0161457,13.2
202,0.0152288,13.4
205,0.014663,13.6
208,0.0130945,13.8
211,0.030044,14
214,0.0145772,14.2
217,0.0193764,14.4
220,0.0478597,14.6
223,0.0125677,14.8
226,0.0238323,15
229,0.0144562,15.2
232,0.0137851,15.4
235,0.0163369,15.6
238,0.0148347,15.8
241,0.0112372,16
244,0.0116508,16.2
247,0.00699986,16.4
250,0.00869324,16.6
253,0.00611414,16.8
256,0.00545084,17
259,0.00564202,17.2
262,0.0168012,17.4
265,0.0143899,17.6
268,0.0123766,17.8
271,0.0393888,18
274,0.0109212,18.2
277,0.00739394,18.4
280,0.0106285,18.6
283,0.0170978,18.8
286,0.0247414,19
289,0.0244098,19.2
292,0.0220296,19.4
295,0.0203285,19.6
298,0.014066,19.8
301,0.00705838,20
304,0.00544693,20.2
307,0.00490848,20.4
310,0.00375745,20.6
313,0.00353114,20.8
316,0.00298489,21
319,0.0305551,21.2
322,0.0407427,21.4
325,0.0208747,21.6
328,0.0185375,21.8
331,0.0300284,22
334,0.00456903,22.2
337,0.00853327,22.4
340,0.00804164,22.6
343,0.00917707,22.8
346,0.00865813,23
349,0.0132896,23.2
352,0.0129189,23.4
355,0.013828,23.6
358,0.0156814,23.8
361,0.0158023,24
364,0.0173787,24.2
367,0.018795,24.4
370,0.0193413,24.6
373,0.0202972,24.8
376,0.0208708,25
379,0.0213585,25.2
382,0.0219711,25.4
385,0.018042,25.6
388,0.0193452,25.8
391,0.0204026,26
394,0.0195949,26.2
397,0.0200592,26.4
400,0.0200475,26.6
403,0.0206289,26.8
406,0.0220726,27
409,0.0214444,27.2
412,0.0293377,27.4
415,0.0269459,27.6
418,0.0308438,27.8
421,0.043076,28
424,0.0522297,28.2
427,0.0582424,28.4
430,0.0618633,28.6
433,0.0633928,28.8
436,0.0601153,29
439,0.0641614,29.2
442,0.0728898,29.4
445,0.0760113,29.6
448,0.0754182,29.8
451,0.0801121,30
454,0.0858594,30.2
457,0.0912439,30.4
460,0.0962109,30.6
463,0.101748,30.8
466,0.108923,31
469,0.117242,31.2
472,0.113118,31.4
475,0.108751,31.6
478,0.107316,31.8
481,0.101268,32
484,0.0885283,32.2
487,0.0960393,32.4
490,0.0704785,32.6
493,0.103905,32.8
496,0.102165,33
499,0.00865423,33.2
502,0.00703887,33.4
505,0.0125092,33.6
508,0.0244019,33.8
511,0.0340199,34
514,0.0329625,34.2
517,0.0334659,34.4
520,0.0359162,34.6
523,0.0377579,34.8
526,0.0387567,35
529,0.0404306,35.2
532,0.0440242,35.4
535,0.0448592,35.6
538,0.0487883,35.8
541,0.0525457,36
544,0.0597095,36.2
547,0.0596705,36.4
550,0.060084,36.6
553,0.0677784,36.8
556,0.0537865,37
559,0.0651057,37.2
562,0.0706346,37.4
565,0.0985013,37.6
568,0.0227749,37.8
571,0.0127941,38
574,0.0184517,38.2
577,0.0234148,38.4
580,0.0221974,38.6
583,0.0347222,38.8
586,0.036244,39
589,0.0356977,39.2
592,0.0444261,39.4
595,0.0514922,39.6
598,0.0509733,39.8
601,0.0543562,40
604,0.0584999,40.2
607,0.0597212,40.4
610,0.068512,40.6
613,0.0744388,40.8
616,0.0760269,41
619,0.0838266,41.2
622,0.0846772,41.4
625,0.0813372,41.6
628,0.0875879,41.8
631,0.0796126,42
634,0.0767526,42.2
637,0.0543328,42.4
640,0.056233,42.6
643,0.0583633,42.8
646,0.0527798,43
649,0.0455537,43.2
652,0.0500447,43.4
655,0.0550078,43.6
658,0.0608527,43.8
661,0.0630065,44
664,0.064376,44.2
667,0.0664245,44.4
670,0.0849776,44.6
673,0.0733502,44.8
676,0.0787815,45
679,0.0822229,45.2
682,0.0836939,45.4
685,0.0770686,45.6
688,0.0835066,45.8
691,0.0874319,46
694,0.136478,46.2
697,0.0885517,46.4
700,0.0996875,46.6
703,0.0845367,46.8
706,0.033778,47
709,0.0458853,47.2
712,0.0391859,47.4
715,0.00399156,47.6
718,0.0474031,47.8
721,0.0429317,48
724,0.0599397,48.2
727,0.0499315,48.4
730,0.0585038,48.6
733,0.0466072,48.8
736,0.00468998,49
739,0.00654725,49.2
742,0.0269537,49.4
745,0.0505168,49.6
748,0.00553668,49.8
751,0.012357,50
754,0.00664089,50.2
757,0.00813138,50.4
760,0.0241991,50.6
763,0.0103593,50.8
766,0.0149205,51
769,0.0174333,51.2
772,0.0154044,51.4
775,0.0457683,51.6
778,0.00439344,51.8
781,0.00801433,52
784,0.00303561,52.2
787,0.00897808,52.4
790,0.00844743,52.6
793,0.0157555,52.8
796,0.0165554,53
799,0.0200007,53.2
802,0.0255998,53.4
805,0.028573,53.6
808,0.0327713,53.8
811,0.0421396,54
814,0.0362166,54.2
817,0.0609698,54.4
820,0.0420889,54.6
823,0.0211205,54.8
826,0.0171485,55
829,0.0175894,55.2
832,0.00748368,55.4
835,0.0102267,55.6
838,0.0192359,55.8
841,0.0225798,56
844,0.0605445,56.2
847,0.0183854,56.4
850,0.0148737,56.6
853,0.0177728,56.8
856,0.0192672,57
859,0.014823,57.2
862,0.0195871,57.4
865,0.0233602,57.6
868,0.0185063,57.8
871,0.044668,58
874,0.028335,58.2
877,0.0302859,58.4
880,0.0175387,58.6
883,0.0102891,58.8
886,0.0144289,59
889,0.0110421,59.2
892,0.0113153,59.4
895,0.00737443,59.6
898,0.0143977,59.8
901,0.011803,60
904,0.0592998,60.2
907,0.0123453,60.4
910,0.0111007,60.6
913,0.011682,60.8
916,0.00721836,61
919,0.00549376,61.2
922,0.0110421,61.4
925,0.00563032,61.6
928,0.00217331,61.8
931,0.0786021,62
934,0.00667601,62.2
937,0.0110577,62.4
940,0.0144055,62.6
943,0.0148815,62.8
946,0.0207108,63
949,0.0205274,63.2
952,0.0269459,63.4
955,0.0581409,63.6
958,0.0233641,63.8
961,0.0180576,64
964,0.0243902,64.2
967,0.0236996,64.4
970,0.00228256,64.6
973,0.018756,64.8
976,0.0115065,65
979,0.02146,65.2
982,0.0178781,65.4
985,0.0217721,65.6
988,0.0183775,65.8
991,0.0129033,66
994,0.00829526,66.2
997,0.00669161,66.4
1000,0.0176011,66.6
1003,0.0101954,66.8
1006,0.0396034,67
1009,0.016454,67.2
1012,0.0190252,67.4
1015,0.0189628,67.6
1018,0.0216082,67.8
1021,0.0206796,68
1024,0.0243005,68.2
1027,0.0217838,68.4
1030,0.0220492,68.6
1033,0.0233133,68.8
1036,0.0284793,69
1039,0.0239532,69.2
1042,0.0280579,69.4
1045,0.0223808,69.6
1048,0.019431,69.8
1051,0.0226539,70
1054,0.0239767,70.2
1057,0.0209645,70.4
1060,0.0202816,70.6
1063,0.0223535,70.8
1066,0.0151781,71
1069,0.017246,71.2
1072,0.0170236,71.4
1075,0.0195325,71.6
1078,0.0152405,71.8
1081,0.0216629,72
1084,0.0183971,72.2
1087,0.0258222,72.4
1090,0.0170158,72.6
1093,0.0187092,72.8
1096,0.0173943,73
1099,0.0180069,73.2
1102,0.022256,73.4
1105,0.0189706,73.6
1108,0.0206211,73.8
1111,0.019431,74
1114,0.0212766,74.2
1117,0.0181747,74.4
1120,0.0206289,74.6
1123,0.0236957,74.8
1126,0.016173,75
1129,0.0217019,75.2
1132,0.021659,75.4
1135,0.0238479,75.6
1138,0.0149791,75.8
1141,0.0171368,76
1144,0.0143041,76.2
1147,0.011963,76.4
1150,0.0155175,76.6
1153,0.0159155,76.8
1156,0.0176284,77
1159,0.0247336,77.2
1162,0.0170626,77.4
1165,0.0260875,77.6
1168,0.0277614,77.8
1171,0.0228958,78
1174,0.0233329,78.2
1177,0.0236684,78.4
1180,0.0230831,78.6
1183,0.0247375,78.8
1186,0.0194584,79
1189,0.0235904,79.2
1192,0.0195832,79.4
1195,0.0178274,79.6
1198,0.0202582,79.8
1201,0.0120176,80
1204,0.012716,80.2
1207,0.0157126,80.4
1210,0.0272308,80.6
1213,0.0126458,80.8
1216,0.0132389,81
1219,0.0159506,81.2
1222,0.016212,81.4
1225,0.0162276,81.6
1228,0.0196612,81.8
1231,0.0224315,82
1234,0.0275156,82.2
1237,0.0261461,82.4
1240,0.0280228,82.6
1243,0.0264621,82.8
1246,0.0265636,83
1249,0.0263099,83.2
1252,0.020348,83.4
1255,0.0295641,83.6
1258,0.0198875,83.8
1261,0.0332591,84
1264,0.0148035,84.2
1267,0.0191696,84.4
1270,0.0182332,84.6
1273,0.0184361,84.8
1276,0.0241015,85
1279,0.0253228,85.2
1282,0.0283857,85.4
1285,0.0256154,85.6
1288,0.0237621,85.8
1291,0.0220296,86
1294,0.0212142,86.2
1297,0.0322446,86.4
1300,0.0218814,86.6
1303,0.0182332,86.8
1306,0.0215692,87
1309,0.0211556,87.2
1312,0.0231456,87.4
1315,0.0201373,87.6
1318,0.0208279,87.8
1321,0.0188965,88
1324,0.019193,88.2
1327,0.0125951,88.4
1330,0.0144211,88.6
1333,0.0196729,88.8
1336,0.0350305,89
1339,0.0440788,89.2
1342,0.0290373,89.4
1345,0.0298411,89.6
1348,0.0239376,89.8
1351,0.0234577,90
1354,0.0252447,90.2
1357,0.0267547,90.4
1360,0.026981,90.6
1363,0.0267469,90.8
1366,0.0289827,91
1369,0.0263177,91.2
1372,0.026427,91.4
1375,0.0259276,91.6
1378,0.0276834,91.8
1381,0.0306136,92
1384,0.0289085,92.2
1387,0.0314876,92.4
1390,0.0256505,92.6
1393,0.0235748,92.8
1396,0.0172772,93
1399,0.0174294,93.2
1402,0.0123219,93.4
1405,0.0152873,93.6
1408,0.0170939,93.8
1411,0.0204611,94
1414,0.0175777,94.2
1417,0.0144445,94.4
1420,0.0292441,94.6
1423,0.0106207,94.8
1426,0.0634825,95
1429,0.0334854,95.2
1432,0.0156814,95.4
1435,0.0204104,95.6
1438,0.10302,95.8
1441,0.108178,96
1444,0.136747,96.2
1447,0.190631,96.4
1450,0.191961,96.6
1453,0.198743,96.8
1456,0.22007,97
1459,0.219083,97.2
1462,0.214186,97.4
1465,0.224077,97.6
1468,0.216001,97.8
1471,0.137937,98
1474,0.259065,98.2
1477,0.20767,98.4
1480,0.202867,98.6
1483,0.234437,98.8
1486,0.216321,99
1489,0.0891565,99.2
1492,0.0713408,99.4
1495,0.257664,99.6
1498,0.202356,99.8
1501,0.195836,100
1504,0.282749,100.2
1507,0.212949,100.4
1510,0.284801,100.6
1513,0.196023,100.8
1516,0.274871,101
1519,0.306093,101.2
1522,0.279483,101.4
1525,0.234206,101.6
1528,0.100636,101.8
1531,0.179175,102
1534,0.213113,102.2
1537,0.155522,102.4
1540,0.256892,102.6
1543,0.282523,102.8
1546,0.284044,103
1549,0.306511,103.2
1552,0.264902,103.4
1555,0.278551,103.6
1558,0.253247,103.8
1561,0.174825,104
1564,0.223933,104.2
1567,0.179327,104.4
1570,0.316617,104.6
1573,0.266225,104.8
1576,0.126961,105
1579,0.279858,105.2
1582,0.316195,105.4
1585,0.292808,105.6
1588,0.212633,105.8
1591,0.300526,106
1594,0.251581,106.2
1597,0.314404,106.4
1600,0.342478,106.6
1603,0.33046,106.8
1606,0.297162,107
1609,0.376424,107.2
1612,0.389584,107.4
1615,0.314034,107.6
1618,0.386568,107.8
1621,0.383841,108
1624,0.289854,108.2
1627,0.388515,108.4
1630,0.359123,108.6
1633,0.368183,108.8
1636,0.364886,109
1639,0.328798,109.2
1642,0.332961,109.4
1645,0.335185,109.6
1648,0.329848,109.8
1651,0.295438,110
1654,0.328295,110.2
1657,0.323648,110.4
1660,0.338116,110.6
1663,0.325064,110.8
1666,0.318045,111
1669,0.320152,111.2
1672,0.313413,111.4
1675,0.30234,111.6
1678,0.294326,111.8
1681,0.29234,112
1684,0.293405,112.2
1687,0.253267,112.4
1690,0.278465,112.6
1693,0.232415,112.8
1696,0.256341,113
1699,0.23828,113.2
1702,0.247757,113.4
1705,0.24162,113.6
1708,0.138577,113.8
1711,0.0116274,114
1714,0.208318,114.2
1717,0.217702,114.4
1720,0.209851,114.6
1723,0.165199,114.8
1726,0.13926,115
1729,0.14878,115.2
1732,0.146833,115.4
1735,0.162198,115.6
1738,0.194775,115.8
1741,0.193249,116
1744,0.152346,116.2
1747,0.172991,116.4
1750,0.172164,116.6
1753,0.172374,116.8
1756,0.168184,117
1759,0.131534,117.2
1762,0.0479182,117.4
1765,0.179468,117.6
1768,0.152003,117.8
1771,0.156357,118
1774,0.169011,118.2
1777,0.15354,118.4
1780,0.16708,118.6
1783,0.175277,118.8
1786,0.168414,119
1789,0.168055,119.2
1792,0.17731,119.4
1795,0.180295,119.6
1798,0.138436,119.8
1801,0.142888,120
1804,0.150181,120.2
1807,0.148975,120.4
1810,0.151324,120.6
1813,0.166487,120.8
1816,0.159401,121
1819,0.18779,121.2
1822,0.197814,121.4
1825,0.19934,121.6
1828,0.21316,121.8
1831,0.217909,122
1834,0.208763,122.2
1837,0.185028,122.4
1840,0.204264,122.6
1843,0.148491,122.8
1846,0.19186,123
1849,0.168941,123.2
1852,0.171157,123.4
1855,0.14727,123.6
1858,0.125857,123.8
1861,0.121132,124
1864,0.116594,124.2
1867,0.0972996,124.4
1870,0.0936748,124.6
1873,0.0903465,124.8
1876,0.0825195,125
1879,0.0909006,125.2
1882,0.0901436,125.4
1885,0.110055,125.6
1888,0.0861013,125.8
1891,0.10181,126
1894,0.109227,126.2
1897,0.110527,126.4
1900,0.116742,126.6
1903,0.153849,126.8
1906,0.170025,127
1909,0.171153,127.2
1912,0.159846,127.4
1915,0.150575,127.6
1918,0.143696,127.8
1921,0.0716802,128
1924,0.120582,128.2
1927,0.133984,128.4
1930,0.115669,128.6
1933,0.110183,128.8
1936,0.10238,129
1939,0.0944785,129.2
1942,0.0797531,129.4
1945,0.0896052,129.6
1948,0.0866749,129.8
1951,0.0409691,130
1954,0.0444417,130.2
1957,0.0522375,130.4
1960,0.0474305,130.6
1963,0.0335439,130.8
1966,0.0328182,131
1969,0.0301532,131.2
1972,0.0158453,131.4
1975,0.0101213,131.6
1978,0.00842402,131.8
1981,0.00907172,132
1984,0.00885712,132.2
1987,0.0134496,132.4
1990,0.0128877,132.6
1993,0.00632484,132.8
1996,0.0185687,133
1999,0.0154083,133.2
2002,0.0154278,133.4
2005,0.0247258,133.6
2008,0.0150805,133.8
2011,0.0361737,134
2014,0.0412851,134.2
2017,0.0293065,134.4
2020,0.00927852,134.6
2023,0.0356236,134.8
2026,0.0393966,135
2029,0.0561471,135.2
2032,0.0621637,135.4
2035,0.0698503,135.6
2038,0.0577273,135.8
2041,0.0683793,136
2044,0.0505948,136.2
2047,0.070061,136.4
2050,0.0822698,136.6
2053,0.0671853,136.8
2056,0.0330835,137
2059,0.0226578,137.2
2062,0.0176323,137.4
2065,0.0188458,137.6
2068,0.0275741,137.8
2071,0.0231417,138
2074,0.028932,138.2
2077,0.0196847,138.4
2080,0.0127394,138.6
2083,0.0119474,138.8
2086,0.0297123,139
2089,0.028495,139.2
2092,0.00985208,139.4
2095,0.0240703,139.6
2098,0.00462755,139.8
2101,0.00671892,140
2104,0.015299,140.2
2107,0.0183814,140.4
2110,0.0225252,140.6
2113,0.0236801,140.8
2116,0.02162,141
2119,0.0269693,141.2
2122,0.0401458,141.4
2125,0.0567636,141.6
2128,0.0713291,141.8
2131,0.0694718,142
2134,0.0740447,142.2
2137,0.0839671,142.4
2140,0.0893945,142.6
2143,0.0978458,142.8
2146,0.0965582,143
2149,0.107873,143.2
2152,0.114214,143.4
2155,0.112716,143.6
2158,0.119887,143.8
2161,0.117651,144
2164,0.126259,144.2
2167,0.124948,144.4
2170,0.126216,144.6
2173,0.120453,144.8
2176,0.0645984,145
2179,0.105349,145.2
2182,0.0732058,145.4
2185,0.0747237,145.6
2188,0.0516717,145.8
2191,0.0487883,146
2194,0.0395449,146.2
2197,0.0188146,146.4
2200,0.0380895,146.6
2203,0.0286276,146.8
2206,0.0226383,147
2209,0.0179054,147.2
2212,0.0146786,147.4
2215,0.00677355,147.6
2218,0.00362869,147.8
2221,0.00789337,148
2224,0.00669942,148.2
2227,0.00529476,148.4
2230,0.0116313,148.6
2233,0.00597368,148.8
2236,0.0118693,149
2239,0.00844353,149.2
2242,0.00800652,149.4
2245,0.0142143,149.6
2248,0.00843963,149.8
2251,0.0125716,150
2254,0.011046,150.2
2257,0.0119357,150.4
2260,0.0174645,150.6
2263,0.0238362,150.8
2266,0.0181122,151
2269,0.0138905,151.2
2272,0.025592,151.4
2275,0.032545,151.6
2278,0.0364976,151.8
2281,0.0516912,152
2284,0.0499588,152.2
2287,0.0585311,152.4
2290,0.055753,152.6
2293,0.0673531,152.8
2296,0.0613365,153
2299,0.0547034,153.2
2302,0.0550663,153.4
2305,0.0584375,153.6
2308,0.0630533,153.8
2311,0.062312,154
2314,0.0624056,154.2
2317,0.0762141,154.4
2320,0.0756484,154.6
2323,0.0710286,154.8
2326,0.0509772,155
2329,0.0643331,155.2
2332,0.0576259,155.4
2335,0.0462287,155.6
2338,0.0369619,155.8
2341,0.033778,156
2344,0.0322251,156.2
2347,0.0325841,156.4
2350,0.0283155,156.6
2353,0.0242264,156.8
2356,0.0193062,157
2359,0.0104413,157.2
2362,0.00534939,157.4
2365,0.0170431,157.6
2368,0.0149986,157.8
2371,0.0165203,158
2374,0.0150571,158.2
2377,0.0144289,158.4
2380,0.0151273,158.6
2383,0.0233758,158.8
2386,0.0295328,159
2389,0.0434272,159.2
2392,0.0573333,159.4
