frame,time,Qdensity
1,0,0.180213
2,0.067,0.178676
3,0.134,0.179761
4,0.201,0.180654
5,0.268,0.182937
6,0.335,0.183541
7,0.402,0.184813
8,0.469,0.189866
9,0.536,0.192176
10,0.603,0.195192
11,0.67,0.199406
12,0.737,0.20197
13,0.804,0.2052
14,0.871,0.206016
15,0.938,0.205364
16,1.005,0.205368
17,1.072,0.20369
18,1.139,0.202734
19,1.206,0.198333
20,1.273,0.193881
21,1.34,0.194385
22,1.407,0.193795
23,1.474,0.194556
24,1.541,0.195364
25,1.608,0.192687
26,1.675,0.194131
27,1.742,0.197639
28,1.809,0.202094
29,1.876,0.204014
30,1.943,0.206582
31,2.01,0.208466
32,2.077,0.208981
33,2.144,0.210249
34,2.211,0.210624
35,2.278,0.211322
36,2.345,0.211299
37,2.412,0.210078
38,2.479,0.208782
39,2.546,0.209137
40,2.613,0.209364
41,2.68,0.208435
42,2.747,0.209001
43,2.814,0.208689
44,2.881,0.208899
45,2.948,0.207054
46,3.015,0.206429
47,3.082,0.205899
48,3.149,0.205454
49,3.216,0.206554
50,3.283,0.207623
51,3.35,0.208895
52,3.417,0.209754
53,3.484,0.210308
54,3.551,0.210362
55,3.618,0.212017
56,3.685,0.212348
57,3.752,0.212754
58,3.819,0.215006
59,3.886,0.215283
60,3.953,0.21183
61,4.02,0.210874
62,4.087,0.210121
63,4.154,0.208868
64,4.221,0.206242
65,4.288,0.205801
66,4.355,0.201962
67,4.422,0.201505
68,4.489,0.201338
69,4.556,0.200694
70,4.623,0.201189
71,4.69,0.199231
72,4.757,0.19824
73,4.824,0.198532
74,4.891,0.199262
75,4.958,0.201314
76,5.025,0.202387
77,5.092,0.204603
78,5.159,0.207826
79,5.226,0.211428
80,5.293,0.218958
81,5.36,0.227238
82,5.427,0.231093
83,5.494,0.237691
84,5.561,0.244
85,5.628,0.256856
86,5.695,0.262655
87,5.762,0.266084
88,5.829,0.270423
89,5.896,0.276393
90,5.963,0.27953
91,6.03,0.282047
92,6.097,0.282921
93,6.164,0.284836
94,6.231,0.282082
95,6.298,0.28127
96,6.365,0.2777
97,6.432,0.272667
98,6.499,0.271898
99,6.566,0.265776
100,6.633,0.262826
101,6.7,0.260907
102,6.767,0.255491
103,6.834,0.2537
104,6.901,0.254355
105,6.968,0.251214
106,7.035,0.253033
107,7.102,0.257262
108,7.169,0.260473
109,7.236,0.261718
110,7.303,0.265495
111,7.37,0.268074
112,7.437,0.264535
113,7.504,0.268023
114,7.571,0.271617
115,7.638,0.272397
116,7.705,0.274575
117,7.772,0.277361
118,7.839,0.276623
119,7.906,0.275261
120,7.973,0.274301
121,8.04,0.274434
122,8.107,0.277165
123,8.174,0.277048
124,8.241,0.276198
125,8.308,0.273911
126,8.375,0.273763
127,8.442,0.271722
128,8.509,0.269331
129,8.576,0.265261
130,8.643,0.261784
131,8.71,0.261176
132,8.777,0.258901
133,8.844,0.258952
134,8.911,0.258827
135,8.978,0.256786
136,9.045,0.257332
137,9.112,0.257169
138,9.179,0.256443
139,9.246,0.256201
140,9.313,0.252198
141,9.38,0.249583
142,9.447,0.248612
143,9.514,0.246333
144,9.581,0.244355
145,9.648,0.243481
146,9.715,0.241596
147,9.782,0.240075
148,9.849,0.23954
149,9.916,0.238682
150,9.983,0.239095
151,10.05,0.23805
152,10.117,0.237016
153,10.184,0.237187
154,10.251,0.236825
155,10.318,0.23691
156,10.385,0.236867
157,10.452,0.236914
158,10.519,0.23789
159,10.586,0.238307
160,10.653,0.238569
161,10.72,0.239283
162,10.787,0.239911
163,10.854,0.240469
164,10.921,0.240297
165,10.988,0.239084
166,11.055,0.238155
167,11.122,0.238245
168,11.189,0.238112
169,11.256,0.238202
170,11.323,0.23821
171,11.39,0.238709
172,11.457,0.238518
173,11.524,0.238834
174,11.591,0.239127
175,11.658,0.239614
176,11.725,0.239813
177,11.792,0.240379
178,11.859,0.240594
179,11.926,0.240184
180,11.993,0.240176
181,12.06,0.238811
182,12.127,0.23901
183,12.194,0.23938
184,12.261,0.239388
185,12.328,0.239681
186,12.395,0.239486
187,12.462,0.239283
188,12.529,0.239275
189,12.596,0.239275
190,12.663,0.239216
191,12.73,0.238947
192,12.797,0.238889
193,12.864,0.239099
194,12.931,0.238787
195,12.998,0.238631
196,13.065,0.238643
197,13.132,0.238873
198,13.199,0.238034
199,13.266,0.238015
200,13.333,0.237843
201,13.4,0.237722
202,13.467,0.237663
203,13.534,0.237691
204,13.601,0.238518
205,13.668,0.238459
206,13.735,0.238413
207,13.802,0.238054
208,13.869,0.237816
209,13.936,0.23778
210,14.003,0.237929
211,14.07,0.237831
212,14.137,0.237714
213,14.204,0.237425
214,14.271,0.237406
215,14.338,0.237472
216,14.405,0.237792
217,14.472,0.237804
218,14.539,0.237671
219,14.606,0.237226
220,14.673,0.23599
221,14.74,0.236009
222,14.807,0.235943
223,14.874,0.235217
224,14.941,0.233352
225,15.008,0.233063
226,15.075,0.233063
227,15.142,0.233301
228,15.209,0.234222
229,15.276,0.234366
230,15.343,0.23517
231,15.41,0.23581
232,15.477,0.236173
233,15.544,0.235947
234,15.611,0.23519
235,15.678,0.235264
236,15.745,0.235186
237,15.812,0.23567
238,15.879,0.235299
239,15.946,0.235498
240,16.013,0.235908
241,16.08,0.235693
242,16.147,0.236056
243,16.214,0.235689
244,16.281,0.235978
245,16.348,0.235568
246,16.415,0.235416
247,16.482,0.235615
248,16.549,0.235576
249,16.616,0.235545
