frame,time,Qdensity
1,0,0.179498
2,0.067,0.177967
3,0.134,0.179038
4,0.201,0.179898
5,0.268,0.182148
6,0.335,0.18276
7,0.402,0.18404
8,0.469,0.189096
9,0.536,0.19144
10,0.603,0.194482
11,0.67,0.198734
12,0.737,0.201313
13,0.804,0.204555
14,0.871,0.205372
15,0.938,0.204724
16,1.005,0.204728
17,1.072,0.203044
18,1.139,0.202098
19,1.206,0.197666
20,1.273,0.193206
21,1.34,0.193709
22,1.407,0.193104
23,1.474,0.19387
24,1.541,0.194678
25,1.608,0.191966
26,1.675,0.193418
27,1.742,0.196943
28,1.809,0.201427
29,1.876,0.20337
30,1.943,0.205933
31,2.01,0.207849
32,2.077,0.208371
33,2.144,0.209643
34,2.211,0.210016
35,2.278,0.210723
36,2.345,0.210675
37,2.412,0.209431
38,2.479,0.208104
39,2.546,0.208477
40,2.613,0.208709
41,2.68,0.207759
42,2.747,0.208336
43,2.814,0.208061
44,2.881,0.208214
45,2.948,0.206397
46,3.015,0.205859
47,3.082,0.205313
48,3.149,0.204846
49,3.216,0.205953
50,3.283,0.206997
51,3.35,0.208293
52,3.417,0.209211
53,3.484,0.209749
54,3.551,0.209851
55,3.618,0.211614
56,3.685,0.2119
57,3.752,0.212218
58,3.819,0.214326
59,3.886,0.214519
60,3.953,0.210986
61,4.02,0.210098
62,4.087,0.209388
63,4.154,0.208034
64,4.221,0.205384
65,4.288,0.204928
66,4.355,0.201113
67,4.422,0.200622
68,4.489,0.200516
69,4.556,0.200013
70,4.623,0.200677
71,4.69,0.198875
72,4.757,0.197937
73,4.824,0.198208
74,4.891,0.198914
75,4.958,0.200936
76,5.025,0.202043
77,5.092,0.204245
78,5.159,0.207507
79,5.226,0.211147
80,5.293,0.218766
81,5.36,0.227183
82,5.427,0.231077
83,5.494,0.237723
84,5.561,0.244079
85,5.628,0.257026
86,5.695,0.262867
87,5.762,0.266322
88,5.829,0.270668
89,5.896,0.276603
90,5.963,0.279728
91,6.03,0.282303
92,6.097,0.2831
93,6.164,0.285
94,6.231,0.282119
95,6.298,0.281185
96,6.365,0.277447
97,6.432,0.272262
98,6.499,0.27139
99,6.566,0.265227
