10.180213,0
20.178676,0.0667
30.179761,0.1334
40.180654,0.2001
50.182937,0.2668
60.183541,0.3335
70.184813,0.4002
80.189866,0.4669
90.192176,0.5336
100.195192,0.6003
110.199406,0.667
120.20197,0.7337
130.2052,0.8004
140.206016,0.8671
150.205364,0.9338
160.205368,1.0005
170.20369,1.0672
180.202734,1.1339
190.198333,1.2006
200.193881,1.2673
210.194385,1.334
220.193795,1.4007
230.194556,1.4674
240.195364,1.5341
250.192687,1.6008
260.194131,1.6675
270.197639,1.7342
280.202094,1.8009
290.204014,1.8676
300.206582,1.9343
310.208466,2.001
320.208981,2.0677
330.210249,2.1344
340.210624,2.2011
350.211322,2.2678
360.211299,2.3345
370.210078,2.4012
380.208782,2.4679
390.209137,2.5346
400.209364,2.6013
410.208435,2.668
420.209001,2.7347
430.208689,2.8014
440.208899,2.8681
450.207054,2.9348
460.206429,3.0015
470.205899,3.0682
480.205454,3.1349
490.206554,3.2016
500.207623,3.2683
510.208895,3.335
520.209754,3.4017
530.210308,3.4684
540.210362,3.5351
550.212017,3.6018
560.212348,3.6685
570.212754,3.7352
580.215006,3.8019
590.215283,3.8686
600.21183,3.9353
610.210874,4.002
620.210121,4.0687
630.208868,4.1354
640.206242,4.2021
650.205801,4.2688
660.201962,4.3355
670.201505,4.4022
680.201338,4.4689
690.200694,4.5356
700.201189,4.6023
710.199231,4.669
720.19824,4.7357
730.198532,4.8024
740.199262,4.8691
750.201314,4.9358
760.202387,5.0025
770.204603,5.0692
780.207826,5.1359
790.211428,5.2026
800.218958,5.2693
810.227238,5.336
820.231093,5.4027
830.237691,5.4694
840.244,5.5361
850.256856,5.6028
860.262655,5.6695
870.266084,5.7362
880.270423,5.8029
890.276393,5.8696
900.27953,5.9363
910.282047,6.003
920.282921,6.0697
930.284836,6.1364
940.282082,6.2031
950.28127,6.2698
960.2777,6.3365
970.272667,6.4032
980.271898,6.4699
990.265776,6.5366
1000.262826,6.6033
1010.260907,6.67
1020.255491,6.7367
1030.2537,6.8034
1040.254355,6.8701
1050.251214,6.9368
1060.253033,7.0035
1070.257262,7.0702
1080.260473,7.1369
1090.261718,7.2036
1100.265495,7.2703
1110.268074,7.337
1120.264535,7.4037
1130.268023,7.4704
1140.271617,7.5371
1150.272397,7.6038
1160.274575,7.6705
1170.277361,7.7372
1180.276623,7.8039
1190.275261,7.8706
1200.274301,7.9373
1210.274434,8.004
1220.277165,8.0707
1230.277048,8.1374
1240.276198,8.2041
1250.273911,8.2708
1260.273763,8.3375
1270.271722,8.4042
1280.269331,8.4709
1290.265261,8.5376
1300.261784,8.6043
1310.261176,8.671
1320.258901,8.7377
1330.258952,8.8044
1340.258827,8.8711
1350.256786,8.9378
1360.257332,9.0045
1370.257169,9.0712
1380.256443,9.1379
1390.256201,9.2046
1400.252198,9.2713
1410.249583,9.338
1420.248612,9.4047
1430.246333,9.4714
1440.244355,9.5381
1450.243481,9.6048
1460.241596,9.6715
1470.240075,9.7382
1480.23954,9.8049
1490.238682,9.8716
1500.239095,9.9383
1510.23805,10.005
1520.237016,10.0717
1530.237187,10.1384
1540.236825,10.2051
1550.23691,10.2718
1560.236867,10.3385
1570.236914,10.4052
1580.23789,10.4719
1590.238307,10.5386
1600.238569,10.6053
1610.239283,10.672
1620.239911,10.7387
1630.240469,10.8054
1640.240297,10.8721
1650.239084,10.9388
1660.238155,11.0055
1670.238245,11.0722
1680.238112,11.1389
1690.238202,11.2056
1700.23821,11.2723
1710.238709,11.339
1720.238518,11.4057
1730.238834,11.4724
1740.239127,11.5391
1750.239614,11.6058
1760.239813,11.6725
1770.240379,11.7392
1780.240594,11.8059
1790.240184,11.8726
1800.240176,11.9393
1810.238811,12.006
1820.23901,12.0727
1830.23938,12.1394
1840.239388,12.2061
1850.239681,12.2728
1860.239486,12.3395
1870.239283,12.4062
1880.239275,12.4729
1890.239275,12.5396
1900.239216,12.6063
1910.238947,12.673
1920.238889,12.7397
1930.239099,12.8064
1940.238787,12.8731
1950.238631,12.9398
1960.238643,13.0065
1970.238873,13.0732
1980.238034,13.1399
1990.238015,13.2066
2000.237843,13.2733
2010.237722,13.34
2020.237663,13.4067
2030.237691,13.4734
2040.238518,13.5401
2050.238459,13.6068
2060.238413,13.6735
