time,Qdensity
0,0.17882
0.933333,0.205353
1.86667,0.204404
2.8,0.209527
3.73333,0.212313
4.66667,0.201377
5.6,0.227749
6.53333,0.281918
7.46667,0.253372
8.4,0.275207
9.33333,0.258608
10.2667,0.243462
11.2,0.237964
12.1333,0.238893
13.0667,0.239439
14,0.238955
14.9333,0.23764
15.8667,0.236095
16.8,0.235381
17.7333,0.235588
18.6667,0.246887
19.6,0.249139
20.5333,0.243817
21.4667,0.235993
22.4,0.23615
23.3333,0.25299
24.2667,0.247937
25.2,0.245346
26.1333,0.263275
27.0667,0.276853
28,0.33126
28.9333,0.386666
29.8667,0.414369
30.8,0.439742
31.7333,0.447604
32.6667,0.445431
33.6,0.447175
34.5333,0.491726
35.4667,0.51639
36.4,0.525294
37.3333,0.520986
38.2667,0.516538
39.2,0.524217
40.1333,0.567527
41.0667,0.590813
42,0.59944
42.9333,0.618289
43.8667,0.621462
44.8,0.609975
45.7333,0.607208
46.6667,0.607142
47.6,0.632246
48.5333,0.656071
49.4667,0.671413
50.4,0.693559
51.3333,0.70432
52.2667,0.70363
53.2,0.69599
54.1333,0.69871
55.0667,0.717692
56,0.719803
56.9333,0.720084
57.8667,0.717934
58.8,0.719791
59.7333,0.721563
60.6667,0.721886
61.6,0.719998
62.5333,0.718839
63.4667,0.717735
64.4,0.717189
65.3333,0.71404
66.2667,0.714969
67.2,0.715304
68.1333,0.712709
69.0667,0.714052
70,0.714957
70.9333,0.714352
71.8667,0.714192
72.8,0.712807
73.7333,0.712811
74.6667,0.714598
75.6,0.709284
76.5333,0.707582
77.4667,0.696306
78.4,0.709721
79.3333,0.713384
80.2667,0.714754
81.2,0.713131
82.1333,0.710478
83.0667,0.710891
84,0.711586
84.9333,0.711004
85.8667,0.707898
86.8,0.706353
87.7333,0.705686
88.6667,0.705331
89.6,0.706061
90.5333,0.705725
91.4667,0.704558
92.4,0.702299
93.3333,0.704637
94.2667,0.709635
95.2,0.713915
96.1333,0.709705
97.0667,0.715089
98,0.715511
98.9333,0.738333
99.8667,0.749679
100.8,0.74335
101.733,0.741111
102.667,0.756234
103.6,0.758279
104.533,0.754927
105.467,0.771892
106.4,0.775283
107.333,0.748657
108.267,0.733834
109.2,0.71468
110.133,0.694219
111.067,0.71285
112,0.714496
112.933,0.731824
113.867,0.732183
114.8,0.730993
115.733,0.665536
116.667,0.531544
117.6,0.447078
118.533,0.500466
119.467,0.395976
120.4,0.40573
121.333,0.388925
122.267,0.352939
123.2,0.321876
124.133,0.304786
125.067,0.311794
126,0.35718
126.933,0.495316
127.867,0.571971
128.8,0.386713
129.733,0.321474
130.667,0.256665
131.6,0.193581
132.533,0.143595
133.467,0.178071
134.4,0.388582
135.333,0.562333
136.267,0.390533
137.2,0.282878
138.133,0.215298
139.067,0.145163
140,0.163744
140.933,0.321888
141.867,0.645243
142.8,0.729983
143.733,0.469501
144.667,0.418969
145.6,0.240761
146.533,0.173381
147.467,0.145651
148.4,0.137664
149.333,0.142268
150.267,0.143107
151.2,0.165187
152.133,0.218061
153.067,0.200717
154,0.229981
154.933,0.193464
155.867,0.156338
156.8,0.161769
157.733,0.144812
158.667,0.134773
159.6,0.264469
160.533,0.222587
161.467,0.173264
162.4,0.164079
163.333,0.159838
164.267,0.164243
165.2,0.157021
166.133,0.142791
167.067,0.143739
168,0.193483
168.933,0.200331
169.867,0.177439
170.8,0.160755
171.733,0.125361
172.667,0.125373
173.6,0.124667
174.533,0.123559
175.467,0.162292
176.4,0.238756
177.333,0.312169
178.267,0.291914
179.2,0.240375
180.133,0.215396
181.067,0.17852
182,0.188559
182.933,0.196897
183.867,0.194427
184.8,0.203398
185.733,0.198602
186.667,0.190432
187.6,0.185539
188.533,0.184283
189.467,0.18147
190.4,0.192223
191.333,0.187689
192.267,0.195465
193.2,0.195153
194.133,0.193967
195.067,0.196339
196,0.206152
196.933,0.267739
197.867,0.429293
198.8,0.588561
199.733,0.71278
200.667,0.77611
201.6,0.794452
202.533,0.811168
203.467,0.807106
204.4,0.794523
205.333,0.795108
206.267,0.800836
207.2,0.793336
208.133,0.787176
209.067,0.78844
210,0.785123
210.933,0.782895
211.867,0.778751
212.8,0.769532
213.733,0.769122
214.667,0.763792
215.6,0.761802
216.533,0.758829
217.467,0.759395
218.4,0.759477
219.333,0.769976
220.267,0.768544
221.2,0.768981
222.133,0.768338
223.067,0.769063
224,0.769477
224.933,0.77053
225.867,0.769809
226.8,0.769262
227.733,0.770741
228.667,0.771287
229.6,0.78421
230.533,0.785205
231.467,0.785459
232.4,0.785135
233.333,0.785096
234.267,0.783984
235.2,0.787788
236.133,0.785369
237.067,0.785256
238,0.784062
238.933,0.78492
239.867,0.784495
240.8,0.7859
241.733,0.788276
242.667,0.790219
243.6,0.7878
244.533,0.784561
245.467,0.783797
246.4,0.784163
247.333,0.785256
248.267,0.783406
249.2,0.783457
250.133,0.782466
251.067,0.77936
252,0.778061
252.933,0.775856
253.867,0.771884
254.8,0.784159
255.733,0.782919
256.667,0.782025
257.6,0.780008
258.533,0.783118
259.467,0.781459
260.4,0.782868
261.333,0.78151
262.267,0.78254
263.2,0.785841
264.133,0.784819
265.067,0.785307
266,0.785978
266.933,0.785611
267.867,0.784928
268.8,0.783344
269.733,0.788494
270.667,0.786848
271.6,0.789419
272.533,0.785884
273.467,0.785943
274.4,0.784276
275.333,0.782887
276.267,0.784671
277.2,0.787546
278.133,0.784109
279.067,0.779571
280,0.79748
280.933,0.794718
281.867,0.809193
282.8,0.824262
283.733,0.782302
284.667,0.772969
285.6,0.812354
286.533,0.784171
287.467,0.771194
288.4,0.734357
289.333,0.707891
290.267,0.676025
291.2,0.682896
292.133,0.714106
293.067,0.674035
294,0.540444
294.933,0.648579
295.867,0.57773
296.8,0.558486
297.733,0.562872
298.667,0.577789
299.6,0.576462
300.533,0.689178
301.467,0.761529
302.4,0.775084
303.333,0.764853
304.267,0.692908
305.2,0.625906
306.133,0.595612
307.067,0.599982
308,0.635001
308.933,0.58338
309.867,0.621622
310.8,0.659059
311.733,0.612214
312.667,0.494793
313.6,0.476903
314.533,0.623885
315.467,0.627154
316.4,0.511099
317.333,0.28232
318.267,0.241136
319.2,0.19353
320.133,0.139014
321.067,0.133902
322,0.134776
322.933,0.135978
323.867,0.132763
324.8,0.131015
325.733,0.130804
326.667,0.1356
327.6,0.13073
328.533,0.179495
329.467,0.248261
330.4,0.222259
331.333,0.212083
332.267,0.191571
333.2,0.181899
334.133,0.177248
335.067,0.160033
336,0.139392
336.933,0.223917
337.867,0.382846
338.8,0.456633
339.733,0.268855
340.667,0.16054
341.6,0.155437
342.533,0.117878
343.467,0.11796
344.4,0.118955
345.333,0.119083
346.267,0.118892
347.2,0.118748
348.133,0.11977
349.067,0.119407
350,0.119559
350.933,0.158593
351.867,0.175863
352.8,0.231701
353.733,0.381348
354.667,0.372826
355.6,0.31186
356.533,0.334311
357.467,0.354183
358.4,0.290385
359.333,0.305933
360.267,0.316593
361.2,0.31703
362.133,0.345892
363.067,0.381012
364,0.406152
364.933,0.415083
365.867,0.453758
366.8,0.573469
367.733,0.633643
368.667,0.660698
369.6,0.684753
370.533,0.671389
371.467,0.657226
372.4,0.677062
373.333,0.699474
374.267,0.694266
375.2,0.691484
376.133,0.688861
377.067,0.697406
378,0.699853
378.933,0.693637
379.867,0.695627
380.8,0.684464
381.733,0.691316
