density,time
0.710965,104.051
0.710817,104.118
0.70919,104.185
0.709401,104.252
0.71411,104.319
0.721465,104.386
0.726046,104.453
0.730232,104.52
0.731996,104.587
0.732492,104.654
0.731103,104.721
0.730841,104.788
0.729522,104.855
0.726171,104.922
0.725765,104.989
0.724571,105.056
0.723463,105.123
0.719011,105.19
0.715807,105.257
0.720439,105.324
0.726931,105.391
0.732581,105.458
0.726311,105.525
0.726116,105.592
0.728637,105.659
0.729905,105.726
0.730006,105.793
0.727353,105.86
0.725176,105.927
0.727505,105.994
0.728812,106.061
0.72912,106.128
0.730927,106.195
0.731684,106.262
0.731813,106.329
0.733608,106.396
0.738165,106.463
0.739788,106.53
0.748856,106.597
0.749909,106.664
0.748263,106.731
0.744049,106.798
0.738337,106.865
0.719873,106.932
0.713533,106.999
0.681924,107.066
0.680496,107.133
0.665045,107.2
0.659754,107.267
0.653948,107.334
0.634345,107.401
0.63481,107.468
0.609506,107.535
0.608519,107.602
0.607177,107.669
0.603537,107.736
0.550226,107.803
0.545575,107.87
0.542251,107.937
0.536905,108.004
0.509253,108.071
0.508305,108.138
0.501672,108.205
0.490509,108.272
0.485959,108.339
0.4821,108.406
0.481024,108.473
0.481144,108.54
0.472841,108.607
0.467238,108.674
0.463138,108.741
0.448338,108.808
0.447382,108.875
0.454331,108.942
0.45874,109.009
0.460773,109.076
0.460851,109.143
0.459583,109.21
0.469646,109.277
0.474484,109.344
0.476751,109.411
0.477087,109.478
0.49825,109.545
0.503201,109.612
0.505375,109.679
0.500396,109.746
0.499545,109.813
0.490591,109.88
0.483275,109.947
0.481187,110.014
0.467543,110.081
0.461686,110.148
0.458405,110.215
0.439528,110.282
0.438221,110.349
0.424393,110.416
0.411259,110.483
0.406351,110.55
0.395894,110.617
0.391489,110.684
0.392675,110.751
0.391625,110.818
0.387423,110.885
0.387825,110.952
0.38134,111.019
0.388746,111.086
0.39054,111.153
0.400623,111.22
0.401508,111.287
0.401302,111.354
0.403674,111.421
0.406273,111.488
0.409386,111.555
0.415972,111.622
0.410245,111.689
0.414018,111.756
0.412839,111.823
0.411942,111.89
0.408372,111.957
0.408575,112.024
0.40486,112.091
0.400993,112.158
0.397993,112.225
0.393908,112.292
0.389549,112.359
0.388063,112.426
0.387716,112.493
0.387095,112.56
0.385917,112.627
0.37729,112.694
0.376264,112.761
0.37047,112.828
0.364909,112.895
0.362385,112.962
0.364843,113.029
0.366267,113.096
0.364328,113.163
0.352993,113.23
0.351433,113.297
0.3497,113.364
0.351975,113.431
0.353048,113.498
0.348323,113.565
0.346216,113.632
0.345545,113.699
0.339232,113.766
0.336571,113.833
0.332544,113.9
0.327144,113.967
0.322372,114.034
0.32092,114.101
0.31712,114.168
0.316808,114.235
0.317635,114.302
0.312009,114.369
0.310393,114.436
0.300276,114.503
0.292804,114.57
0.291852,114.637
0.293022,114.704
0.294591,114.771
0.298856,114.838
0.304556,114.905
0.305926,114.972
0.302984,115.039
0.293081,115.106
0.290954,115.173
0.279034,115.24
0.272093,115.307
0.268394,115.374
0.269721,115.441
0.273248,115.508
0.275281,115.575
0.290888,115.642
0.297627,115.709
0.3117,115.776
0.324904,115.843
0.329992,115.91
0.335416,115.977
0.338198,116.044
0.328186,116.111
0.32593,116.178
0.324533,116.245
0.323187,116.312
0.325969,116.379
0.332723,116.446
0.337234,116.513
0.352127,116.58
0.35677,116.647
0.370173,116.714
0.378691,116.781
0.380532,116.848
0.384458,116.915
0.387797,116.982
0.389116,117.049
0.393486,117.116
0.405246,117.183
0.406608,117.25
0.44492,117.317
0.453165,117.384
0.46869,117.451
0.495987,117.518
0.505827,117.585
0.518376,117.652
0.533019,117.719
0.540819,117.786
0.548256,117.853
0.561893,117.92
0.567601,117.987
0.58002,118.054
0.577059,118.121
0.575299,118.188
0.57798,118.255
0.580169,118.322
0.572556,118.389
0.568857,118.456
0.560367,118.523
0.558428,118.59
0.553285,118.657
0.515508,118.724
0.487524,118.791
0.476462,118.858
0.459486,118.925
0.452462,118.992
0.445646,119.059
0.428408,119.126
0.391352,119.193
0.386584,119.26
0.380099,119.327
0.369564,119.394
0.366739,119.461
0.349575,119.528
0.348631,119.595
0.339731,119.662
0.333234,119.729
0.337304,119.796
0.336719,119.863
0.330573,119.93
0.329984,119.997
0.324393,120.064
0.321533,120.131
0.319941,120.198
0.303405,120.265
0.298547,120.332
0.293288,120.399
0.286659,120.466
0.283084,120.533
0.278344,120.6
0.275105,120.667
0.272975,120.734
0.271188,120.801
0.267426,120.868
0.259283,120.935
0.255881,121.002
0.250446,121.069
0.248027,121.136
0.241003,121.203
0.241089,121.27
0.237047,121.337
0.23464,121.404
0.233707,121.471
0.226446,121.538
0.219177,121.605
0.214838,121.672
0.20458,121.739
0.197619,121.806
0.19337,121.873
0.173982,121.94
0.170381,122.007
0.164329,122.074
0.158761,122.141
0.155671,122.208
0.15107,122.275
0.150263,122.342
0.150056,122.409
0.143973,122.476
0.143677,122.543
0.144515,122.61
0.143556,122.677
0.143056,122.744
0.143544,122.811
0.142693,122.878
0.141878,122.945
0.142342,123.012
0.142623,123.079
0.142112,123.146
0.141242,123.213
0.141858,123.28
0.141144,123.347
0.159385,123.414
0.166241,123.481
0.178449,123.548
0.192235,123.615
0.198595,123.682
0.212426,123.749
0.225494,123.816
0.23247,123.883
0.248222,123.95
0.260384,124.017
0.264824,124.084
0.300783,124.151
0.323008,124.218
0.346953,124.285
0.36752,124.352
0.38811,124.419
0.401064,124.486
0.412078,124.553
0.411716,124.62
0.414342,124.687
0.418317,124.754
0.422153,124.821
0.458951,124.888
0.474227,124.955
0.491839,125.022
0.517966,125.089
0.529625,125.156
0.54767,125.223
0.562287,125.29
0.557304,125.357
0.545899,125.424
0.534693,125.491
0.532059,125.558
0.49715,125.625
0.492124,125.692
0.482354,125.759
0.485429,125.826
0.445775,125.893
0.437101,125.96
0.408969,126.027
0.401442,126.094
0.390642,126.161
0.372748,126.228
0.36464,126.295
0.35082,126.362
0.343188,126.429
0.340016,126.496
0.326016,126.563
0.325127,126.63
0.311209,126.697
0.308684,126.764
0.305828,126.831
0.297045,126.898
0.288352,126.965
0.28312,127.032
0.268897,127.099
0.254063,127.166
0.250383,127.233
0.231737,127.3
0.22995,127.367
0.230266,127.434
0.227398,127.501
0.225513,127.568
0.219321,127.635
0.216687,127.702
0.216562,127.769
0.216843,127.836
0.215294,127.903
0.213382,127.97
0.202438,128.037
0.200218,128.104
0.194654,128.171
0.189858,128.238
0.185625,128.305
0.175687,128.372
0.167805,128.439
0.16379,128.506
0.15839,128.573
0.149841,128.64
0.14711,128.707
0.144484,128.774
0.144164,128.841
0.143606,128.908
0.143259,128.975
0.143407,129.042
0.143349,129.109
0.143809,129.176
0.143993,129.243
0.146587,129.31
0.148511,129.377
0.150267,129.444
0.160052,129.511
0.16379,129.578
0.171625,129.645
0.179366,129.712
0.183366,129.779
0.190963,129.846
0.201072,129.913
0.206008,129.98
0.217401,130.047
0.23071,130.114
0.238752,130.181
0.267696,130.248
0.273747,130.315
0.305001,130.382
0.321139,130.449
0.341307,130.516
0.365405,130.583
0.397127,130.65
0.40756,130.717
0.426671,130.784
0.442513,130.851
0.471257,130.918
0.508332,130.985
0.524377,131.052
0.53968,131.119
0.609865,131.186
0.627459,131.253
0.644303,131.32
0.660179,131.387
0.670137,131.454
0.679158,131.521
0.687418,131.588
0.690684,131.655
0.72534,131.722
0.730014,131.789
0.731641,131.856
0.738598,131.923
0.738703,131.99
0.738344,132.057
0.736846,132.124
0.731149,132.191
0.725273,132.258
0.724064,132.325
0.723623,132.392
0.72047,132.459
0.71809,132.526
0.715897,132.593
0.663422,132.66
0.655107,132.727
0.605051,132.794
0.5762,132.861
0.566469,132.928
0.508738,132.995
0.468959,133.062
0.462646,133.129
0.446863,133.196
0.426265,133.263
0.431365,133.33
0.445369,133.397
0.445966,133.464
0.442302,133.531
0.439196,133.598
0.435989,133.665
0.429691,133.732
0.427522,133.799
0.427413,133.866
0.419324,133.933
0.416601,134
0.415918,134.067
0.382479,134.134
0.368881,134.201
0.347328,134.268
0.328299,134.335
0.307147,134.402
0.278274,134.469
0.2688,134.536
0.265218,134.603
0.260817,134.67
0.252701,134.737
0.240055,134.804
0.231951,134.871
0.22977,134.938
0.225903,135.005
0.220281,135.072
0.21794,135.139
0.211268,135.206
0.200729,135.273
0.196023,135.34
0.18694,135.407
0.18161,135.474
0.179312,135.541
0.17285,135.608
0.172421,135.675
0.167872,135.742
0.161235,135.809
0.15919,135.876
0.154961,135.943
0.152787,136.01
0.151788,136.077
0.150774,136.144
0.151664,136.211
0.150653,136.278
0.150306,136.345
0.148281,136.412
0.146981,136.479
0.142923,136.546
0.142116,136.613
0.142131,136.68
0.13908,136.747
0.138366,136.814
0.136977,136.881
0.136946,136.948
0.137137,137.015
0.137071,137.082
0.13679,137.149
0.138331,137.216
0.137839,137.283
0.137839,137.35
0.138452,137.417
0.13867,137.484
0.13748,137.551
0.138312,137.618
0.139174,137.685
0.139498,137.752
0.139829,137.819
0.138772,137.886
0.139673,137.953
0.140532,138.02
0.141066,138.087
0.141854,138.154
0.141921,138.221
0.14185,138.288
0.142217,138.355
0.14322,138.422
0.143052,138.489
0.142845,138.556
0.141289,138.623
0.140134,138.69
0.141195,138.757
0.141066,138.824
0.141827,138.891
0.142128,138.958
0.142268,139.025
0.14297,139.092
0.1426,139.159
0.143138,139.226
0.14395,139.293
0.142931,139.36
0.143282,139.427
0.1445,139.494
0.143595,139.561
0.142178,139.628
0.14418,139.695
0.146353,139.762
0.152682,139.829
0.161321,139.896
0.165332,139.963
0.173588,140.03
0.178816,140.097
0.183085,140.164
0.197572,140.231
0.201178,140.298
0.20634,140.365
0.21092,140.432
0.212544,140.499
0.215712,140.566
0.218424,140.633
0.219758,140.7
0.219672,140.767
0.218201,140.834
0.217557,140.901
0.21254,140.968
0.21364,141.035
0.213726,141.102
0.216281,141.169
0.217955,141.236
0.217971,141.303
0.214998,141.37
0.212532,141.437
0.21055,141.504
0.205489,141.571
0.201817,141.638
0.200862,141.705
0.200744,141.772
0.198579,141.839
0.212181,141.906
0.216153,141.973
0.217873,142.04
0.218669,142.107
0.217971,142.174
0.221092,142.241
0.220749,142.308
0.220776,142.375
0.2224,142.442
0.225486,142.509
0.229329,142.576
0.228127,142.643
0.227722,142.71
0.221085,142.777
0.212817,142.844
0.211256,142.911
0.207233,142.978
0.204857,143.045
0.203429,143.112
0.20314,143.179
0.202383,143.246
0.200947,143.313
0.193495,143.38
0.191532,143.447
0.18838,143.514
0.184482,143.581
0.184365,143.648
0.181087,143.715
0.178446,143.782
0.177825,143.849
0.173486,143.916
0.17026,143.983
0.167435,144.05
0.160946,144.117
0.158745,144.184
0.156533,144.251
0.154672,144.318
0.153072,144.385
0.152932,144.452
0.14974,144.519
0.149693,144.586
0.148039,144.653
0.147469,144.72
0.147192,144.787
0.151429,144.854
0.154836,144.921
0.161102,144.988
0.162027,145.055
0.161816,145.122
0.160326,145.189
0.157263,145.256
0.156876,145.323
0.153572,145.39
0.152147,145.457
0.151866,145.524
0.148191,145.591
0.14601,145.658
0.145791,145.725
0.145678,145.792
0.145549,145.859
0.146322,145.926
0.144726,145.993
0.144266,146.06
0.143786,146.127
0.143423,146.194
0.142803,146.261
0.142081,146.328
0.140134,146.395
0.139334,146.462
0.137184,146.529
0.137605,146.596
0.136259,146.663
0.136056,146.73
0.135455,146.797
0.134472,146.864
0.13645,146.931
0.138651,146.998
0.148944,147.065
0.158078,147.132
0.162706,147.199
0.1855,147.266
0.191056,147.333
0.198903,147.4
0.218018,147.467
0.225486,147.534
0.231108,147.601
0.258206,147.668
0.264083,147.735
0.270177,147.802
0.272175,147.869
0.274735,147.936
0.25807,148.003
0.254254,148.07
0.243567,148.137
0.236177,148.204
0.232704,148.271
0.223098,148.338
0.226836,148.405
0.227624,148.472
0.23089,148.539
0.221646,148.606
0.207744,148.673
0.206761,148.74
0.199043,148.807
0.19264,148.874
0.191322,148.941
0.191926,149.008
0.1914,149.075
0.188817,149.142
0.188192,149.209
0.188688,149.276
0.18623,149.343
0.181696,149.41
0.165909,149.477
0.16374,149.544
0.15921,149.611
0.153735,149.678
0.150793,149.745
0.147083,149.812
0.143801,149.879
0.142291,149.946
0.143392,150.013
0.147758,150.08
0.149599,150.147
0.154668,150.214
0.162191,150.281
0.163907,150.348
0.164836,150.415
0.164372,150.482
0.165312,150.549
0.162596,150.616
0.162511,150.683
0.163825,150.75
0.165016,150.817
0.164856,150.884
0.163334,150.951
0.163494,151.018
0.162612,151.085
0.159787,151.152
0.156502,151.219
0.150255,151.286
0.143091,151.353
0.14045,151.42
0.147157,151.487
0.148761,151.554
0.15246,151.621
0.156381,151.688
0.160205,151.755
0.161516,151.822
0.167501,151.889
0.167571,151.956
0.164216,152.023
0.159799,152.09
0.158371,152.157
0.156681,152.224
0.155952,152.291
0.155682,152.358
0.153638,152.425
0.149939,152.492
0.147883,152.559
0.144613,152.626
0.147118,152.693
0.151055,152.76
0.156377,152.827
0.157255,152.894
0.155199,152.961
0.15356,153.028
0.151699,153.095
0.145015,153.162
0.142806,153.229
0.141078,153.296
0.137898,153.363
0.137633,153.43
0.138265,153.497
0.139962,153.564
0.140801,153.631
0.141948,153.698
0.142849,153.765
0.143536,153.832
0.142799,153.899
0.142135,153.966
0.141847,154.033
0.139919,154.1
0.139825,154.167
0.140403,154.234
0.14068,154.301
0.141253,154.368
0.141597,154.435
0.141488,154.502
0.141312,154.569
0.143794,154.636
0.149408,154.703
0.152249,154.77
0.167279,154.837
0.171918,154.904
0.180966,154.971
0.188052,155.038
0.190358,155.105
0.192886,155.172
0.189297,155.239
0.188185,155.306
0.190982,155.373
0.192855,155.44
0.1936,155.507
0.20577,155.574
0.208033,155.641
0.206305,155.708
0.204935,155.775
0.203788,155.842
0.201439,155.909
0.199632,155.976
0.200136,156.043
0.198567,156.11
0.200339,156.177
0.201232,156.244
0.199851,156.311
0.199668,156.378
0.197713,156.445
0.191556,156.512
0.188087,156.579
0.17987,156.646
0.174587,156.713
0.174087,156.78
0.173264,156.847
0.170381,156.914
0.16557,156.981
0.167891,157.048
0.170821,157.115
0.173459,157.182
0.18248,157.249
0.184115,157.316
0.184946,157.383
0.187833,157.45
0.188547,157.517
0.188703,157.584
0.190853,157.651
0.191614,157.718
0.187205,157.785
0.180595,157.852
0.175234,157.919
0.164567,157.986
0.160747,158.053
0.154832,158.12
0.15015,158.187
0.147247,158.254
0.143329,158.321
0.1399,158.388
0.137551,158.455
0.133735,158.522
0.130395,158.589
0.129099,158.656
0.127004,158.723
0.126251,158.79
0.125272,158.857
0.125268,158.924
0.125303,158.991
0.125123,159.058
0.125182,159.125
0.12526,159.192
0.1254,159.259
0.125428,159.326
0.125486,159.393
0.125069,159.46
0.125127,159.527
0.124889,159.594
0.124983,159.661
0.124905,159.728
0.125123,159.795
0.125174,159.862
0.125041,159.929
0.125049,159.996
0.124811,160.063
0.124807,160.13
0.124585,160.197
0.124604,160.264
0.12455,160.331
0.124647,160.398
0.124589,160.465
0.1248,160.532
0.124839,160.599
0.124562,160.666
0.124675,160.733
0.124495,160.8
0.124511,160.867
0.124472,160.934
0.123364,161.001
0.123418,161.068
0.123629,161.135
0.123477,161.202
0.123863,161.269
0.123922,161.336
0.123777,161.403
0.123645,161.47
0.123594,161.537
0.123391,161.604
0.123446,161.671
0.123438,161.738
0.124082,161.805
0.134519,161.872
0.13757,161.939
0.142557,162.006
0.147933,162.073
0.150907,162.14
0.156884,162.207
0.161051,162.274
0.162105,162.341
0.162323,162.408
0.160911,162.475
0.161918,162.542
0.164953,162.609
0.167731,162.676
0.172971,162.743
0.180264,162.81
0.184794,162.877
0.193546,162.944
0.204198,163.011
0.210788,163.078
0.227437,163.145
0.234842,163.212
0.238729,163.279
0.259299,163.346
0.261507,163.413
0.277501,163.48
0.284809,163.547
0.287907,163.614
0.292148,163.681
0.297822,163.748
0.301805,163.815
0.309437,163.882
0.311576,163.949
0.312863,164.016
0.311096,164.083
0.314131,164.15
0.311033,164.217
0.307806,164.284
0.306242,164.351
0.301809,164.418
0.296031,164.485
0.294376,164.552
0.285449,164.619
0.288247,164.686
0.291739,164.753
0.291192,164.82
0.298629,164.887
0.29175,164.954
0.287216,165.021
0.284228,165.088
0.279717,165.155
0.277442,165.222
0.268336,165.289
0.266139,165.356
0.265468,165.423
0.262803,165.49
0.234121,165.557
0.234206,165.624
0.235592,165.691
0.237027,165.758
0.240738,165.825
0.246216,165.892
0.248729,165.959
0.248745,166.026
0.245334,166.093
0.245982,166.16
0.246599,166.227
0.244812,166.294
0.242744,166.361
0.241979,166.428
0.230028,166.495
0.22579,166.562
0.220402,166.629
0.215177,166.696
0.212571,166.763
0.208216,166.83
0.203921,166.897
0.202153,166.964
0.19646,167.031
0.191376,167.098
0.188001,167.165
0.180744,167.232
0.179796,167.299
0.178844,167.366
0.179288,167.433
0.17932,167.5
0.178945,167.567
0.179398,167.634
0.176526,167.701
0.17541,167.768
0.174864,167.835
0.173994,167.902
0.174005,167.969
0.173873,168.036
0.173931,168.103
0.176499,168.17
0.178153,168.237
0.181649,168.304
0.186218,168.371
0.188848,168.438
0.192414,168.505
0.19488,168.572
0.193846,168.639
0.196663,168.706
0.197724,168.773
0.199952,168.84
0.202079,168.907
0.202567,168.974
0.202208,169.041
0.200608,169.108
0.200647,169.175
0.198052,169.242
0.19687,169.309
0.196667,169.376
0.196722,169.443
0.197088,169.51
0.194478,169.577
0.19248,169.644
0.191844,169.711
0.190498,169.778
0.19234,169.845
0.192609,169.912
0.193803,169.979
0.194435,170.046
0.19534,170.113
0.19481,170.18
0.19442,170.247
0.194903,170.314
0.197284,170.381
0.197822,170.448
0.198626,170.515
0.20076,170.582
0.202173,170.649
0.203058,170.716
0.203355,170.783
0.203113,170.85
0.202516,170.917
0.202984,170.984
0.203312,171.051
0.201498,171.118
0.202005,171.185
0.202149,171.252
0.2025,171.319
0.202403,171.386
0.201814,171.453
0.201759,171.52
0.201981,171.587
0.200807,171.654
0.200288,171.721
0.200011,171.788
0.198392,171.855
0.198493,171.922
0.198119,171.989
0.199145,172.056
0.199492,172.123
0.198357,172.19
0.197717,172.257
0.19735,172.324
0.196488,172.391
0.196573,172.458
0.196296,172.525
0.192793,172.592
0.191599,172.659
0.1901,172.726
0.188801,172.793
0.187724,172.86
0.187681,172.927
0.186967,172.994
0.186288,173.061
0.186081,173.128
0.185715,173.195
0.185492,173.262
0.185847,173.329
0.185371,173.396
0.18614,173.463
0.185348,173.53
0.185594,173.597
0.186522,173.664
0.186831,173.731
0.186811,173.798
0.186811,173.865
0.186518,173.932
0.186569,173.999
0.185925,174.066
0.186234,174.133
0.186261,174.2
0.185641,174.267
0.185364,174.334
0.18509,174.401
0.184649,174.468
0.184509,174.535
0.184806,174.602
0.185168,174.669
0.184942,174.736
0.184006,174.803
0.184934,174.87
0.184665,174.937
0.183573,175.004
0.183167,175.071
0.181942,175.138
0.181376,175.205
0.181235,175.272
0.181512,175.339
0.181953,175.406
0.182531,175.473
0.183159,175.54
0.18399,175.607
0.1863,175.674
0.188809,175.741
0.19021,175.808
0.193378,175.875
0.195656,175.942
0.195945,176.009
0.195403,176.076
0.19362,176.143
0.192285,176.21
0.190237,176.277
0.187705,176.344
0.185613,176.411
0.184275,176.478
0.183779,176.545
