Frame,Time,Density
1,0,0.130276
2,0.067,0.140422
3,0.134,0.135552
4,0.201,0.125406
5,0.268,0.125
6,0.335,0.121347
7,0.402,0.110795
8,0.469,0.106331
9,0.536,0.101867
10,0.603,0.109172
11,0.67,0.120536
12,0.737,0.111607
13,0.804,0.11526
14,0.871,0.127435
15,0.938,0.125
16,1.005,0.131494
17,1.072,0.125812
18,1.139,0.124188
19,1.206,0.127435
20,1.273,0.124594
21,1.34,0.124594
22,1.407,0.125
23,1.474,0.117289
24,1.541,0.12013
25,1.608,0.114042
26,1.675,0.107143
27,1.742,0.116477
28,1.809,0.121347
29,1.876,0.117695
30,1.943,0.114854
31,2.01,0.115666
32,2.077,0.126623
33,2.144,0.122971
34,2.211,0.11526
35,2.278,0.116071
36,2.345,0.127841
37,2.412,0.115666
38,2.479,0.114854
39,2.546,0.116883
40,2.613,0.11526
41,2.68,0.127029
42,2.747,0.128653
43,2.814,0.142045
44,2.881,0.140422
45,2.948,0.144886
46,3.015,0.15138
47,3.082,0.144075
48,3.149,0.147321
49,3.216,0.153003
50,3.283,0.140422
51,3.35,0.144886
52,3.417,0.141234
53,3.484,0.153815
54,3.551,0.151786
55,3.618,0.141234
56,3.685,0.144886
57,3.752,0.142045
58,3.819,0.144886
59,3.886,0.149756
60,3.953,0.153003
61,4.02,0.154221
62,4.087,0.148945
63,4.154,0.151786
64,4.221,0.149351
65,4.288,0.153409
66,4.355,0.148539
67,4.422,0.149756
68,4.489,0.152192
69,4.556,0.156656
70,4.623,0.153815
71,4.69,0.144886
72,4.757,0.146916
73,4.824,0.15138
74,4.891,0.144886
75,4.958,0.148133
76,5.025,0.150974
77,5.092,0.147727
78,5.159,0.154627
79,5.226,0.151786
80,5.293,0.147727
81,5.36,0.14651
82,5.427,0.144075
83,5.494,0.142857
84,5.561,0.147321
85,5.628,0.165179
86,5.695,0.17086
87,5.762,0.172484
88,5.829,0.187094
89,5.896,0.194399
90,5.963,0.20211
91,6.03,0.200487
92,6.097,0.208604
93,6.164,0.214286
94,6.231,0.213068
95,6.298,0.209821
96,6.365,0.198052
97,6.432,0.183036
98,6.499,0.185471
99,6.566,0.174513
100,6.633,0.166802
101,6.7,0.16599
102,6.767,0.155032
103,6.834,0.147321
104,6.901,0.151786
105,6.968,0.153003
106,7.035,0.15138
107,7.102,0.142045
108,7.169,0.148133
109,7.236,0.138799
110,7.303,0.144075
111,7.37,0.153003
112,7.437,0.145698
113,7.504,0.154627
114,7.571,0.162744
115,7.638,0.159497
116,7.705,0.162744
117,7.772,0.158685
118,7.839,0.164367
119,7.906,0.167208
120,7.973,0.164773
121,8.04,0.170455
122,8.107,0.160714
123,8.174,0.167208
124,8.241,0.168831
125,8.308,0.15625
126,8.375,0.163555
127,8.442,0.168019
128,8.509,0.168019
129,8.576,0.156656
130,8.643,0.15138
131,8.71,0.157468
132,8.777,0.150568
133,8.844,0.155438
134,8.911,0.144481
135,8.978,0.148945
136,9.045,0.133523
137,9.112,0.13474
138,9.179,0.139205
139,9.246,0.13474
140,9.313,0.123377
141,9.38,0.129464
142,9.447,0.134334
143,9.514,0.121347
144,9.581,0.132711
145,9.648,0.133117
146,9.715,0.114042
147,9.782,0.131088
148,9.849,0.132711
149,9.916,0.116883
150,9.983,0.12013
151,10.05,0.127029
152,10.117,0.11526
153,10.184,0.123782
154,10.251,0.127841
155,10.318,0.119318
156,10.385,0.112825
157,10.452,0.124188
158,10.519,0.126218
159,10.586,0.126218
160,10.653,0.112419
161,10.72,0.127435
162,10.787,0.123377
163,10.854,0.12987
164,10.921,0.119318
165,10.988,0.129464
166,11.055,0.127435
167,11.122,0.132305
168,11.189,0.125812
169,11.256,0.125406
170,11.323,0.126218
171,11.39,0.131494
172,11.457,0.133117
173,11.524,0.133523
174,11.591,0.135552
175,11.658,0.136769
176,11.725,0.132305
177,11.792,0.12987
178,11.859,0.131899
179,11.926,0.132711
180,11.993,0.135146
181,12.06,0.137987
182,12.127,0.13961
183,12.194,0.143263
184,12.261,0.142451
185,12.328,0.138799
186,12.395,0.139205
187,12.462,0.143669
188,12.529,0.144075
189,12.596,0.144075
190,12.663,0.142451
191,12.73,0.137175
192,12.797,0.13961
193,12.864,0.138799
194,12.931,0.137175
195,12.998,0.137175
196,13.065,0.138799
197,13.132,0.136364
198,13.199,0.136769
199,13.266,0.138393
200,13.333,0.139205
201,13.4,0.136364
202,13.467,0.136364
203,13.534,0.135552
204,13.601,0.140016
205,13.668,0.14164
206,13.735,0.140422
207,13.802,0.139205
208,13.869,0.139205
209,13.936,0.137581
210,14.003,0.135552
211,14.07,0.135146
212,14.137,0.135146
213,14.204,0.135958
214,14.271,0.13474
215,14.338,0.135958
216,14.405,0.136769
217,14.472,0.138799
218,14.539,0.138393
219,14.606,0.138393
220,14.673,0.136769
221,14.74,0.137581
222,14.807,0.136364
223,14.874,0.130276
224,14.941,0.127841
225,15.008,0.130276
226,15.075,0.128247
227,15.142,0.129464
228,15.209,0.129464
229,15.276,0.131899
230,15.343,0.131899
231,15.41,0.131088
232,15.477,0.131899
233,15.544,0.132711
234,15.611,0.131899
235,15.678,0.131494
236,15.745,0.12987
237,15.812,0.131088
238,15.879,0.129464
239,15.946,0.131494
240,16.013,0.129058
241,16.08,0.128653
242,16.147,0.128653
243,16.214,0.129464
244,16.281,0.130276
245,16.348,0.131088
246,16.415,0.131494
247,16.482,0.131494
248,16.549,0.131088
249,16.616,0.127029
250,16.683,0.126623
251,16.75,0.125406
252,16.817,0.127841
253,16.884,0.129464
254,16.951,0.128653
255,17.018,0.127029
256,17.085,0.127029
257,17.152,0.132711
258,17.219,0.131494
259,17.286,0.135552
260,17.353,0.136769
261,17.42,0.134334
262,17.487,0.13474
263,17.554,0.137175
264,17.621,0.140422
265,17.688,0.136364
266,17.755,0.131494
267,17.822,0.127029
268,17.889,0.129464
269,17.956,0.127841
270,18.023,0.127841
271,18.09,0.128247
272,18.157,0.129058
273,18.224,0.128247
274,18.291,0.127435
275,18.358,0.127841
276,18.425,0.128247
277,18.492,0.127435
278,18.559,0.127435
279,18.626,0.127029
280,18.693,0.126623
281,18.76,0.125812
282,18.827,0.125812
283,18.894,0.126218
284,18.961,0.127435
285,19.028,0.133117
286,19.095,0.130276
287,19.162,0.130682
288,19.229,0.131088
289,19.296,0.12987
290,19.363,0.131088
291,19.43,0.132305
292,19.497,0.133523
293,19.564,0.131899
294,19.631,0.131088
295,19.698,0.129464
296,19.765,0.133117
297,19.832,0.135146
298,19.899,0.136364
299,19.966,0.135958
300,20.033,0.136364
301,20.1,0.136364
302,20.167,0.136769
303,20.234,0.137987
304,20.301,0.137987
305,20.368,0.136364
306,20.435,0.136364
307,20.502,0.135146
308,20.569,0.13474
309,20.636,0.133523
310,20.703,0.135958
311,20.77,0.135146
312,20.837,0.135552
313,20.904,0.134334
314,20.971,0.133523
315,21.038,0.133523
316,21.105,0.135958
317,21.172,0.135958
318,21.239,0.137175
319,21.306,0.136769
320,21.373,0.13474
321,21.44,0.140016
322,21.507,0.14651
323,21.574,0.142045
324,21.641,0.144075
325,21.708,0.135552
326,21.775,0.137581
327,21.842,0.135146
328,21.909,0.136364
329,21.976,0.137987
330,22.043,0.135146
331,22.11,0.137987
332,22.177,0.142045
333,22.244,0.142045
334,22.311,0.144075
335,22.378,0.149756
336,22.445,0.152597
337,22.512,0.152597
338,22.579,0.150162
339,22.646,0.153409
340,22.713,0.15138
341,22.78,0.152192
342,22.847,0.151786
343,22.914,0.144886
344,22.981,0.15138
345,23.048,0.145292
346,23.115,0.146916
347,23.182,0.150568
348,23.249,0.151786
349,23.316,0.152192
350,23.383,0.150974
351,23.45,0.150568
352,23.517,0.148539
353,23.584,0.149351
354,23.651,0.146104
355,23.718,0.146104
356,23.785,0.147321
357,23.852,0.147321
358,23.919,0.146916
359,23.986,0.14651
360,24.053,0.14651
361,24.12,0.148133
362,24.187,0.150162
363,24.254,0.146916
364,24.321,0.14651
365,24.388,0.145698
366,24.455,0.150162
367,24.522,0.150568
368,24.589,0.152597
369,24.656,0.150568
370,24.723,0.150162
371,24.79,0.152597
372,24.857,0.148133
373,24.924,0.145292
374,24.991,0.146104
375,25.058,0.145698
376,25.125,0.145292
377,25.192,0.143263
378,25.259,0.146104
379,25.326,0.151786
380,25.393,0.150568
381,25.46,0.155844
382,25.527,0.164773
383,25.594,0.178977
384,25.661,0.1875
385,25.728,0.188312
386,25.795,0.200487
387,25.862,0.205357
388,25.929,0.196023
389,25.996,0.205357
390,26.063,0.213474
391,26.13,0.216315
392,26.197,0.221185
393,26.264,0.229708
394,26.331,0.239854
395,26.398,0.248377
396,26.465,0.255276
397,26.532,0.260552
398,26.599,0.265828
399,26.666,0.269481
400,26.733,0.278409
401,26.8,0.292614
402,26.867,0.308847
403,26.934,0.324675
404,27.001,0.329545
405,27.068,0.326705
406,27.135,0.327516
407,27.202,0.316153
408,27.269,0.325081
409,27.336,0.327516
410,27.403,0.324675
