Frame,Time,Density
1,0,0.138243
2,0.067,0.149548
3,0.134,0.146641
4,0.201,0.136305
5,0.268,0.137274
6,0.335,0.130168
7,0.402,0.120478
8,0.469,0.125
9,0.536,0.125646
10,0.603,0.119509
11,0.67,0.117248
12,0.737,0.122739
13,0.804,0.137274
14,0.871,0.148902
15,0.938,0.146641
16,1.005,0.143734
17,1.072,0.146318
18,1.139,0.144703
19,1.206,0.141796
20,1.273,0.143734
21,1.34,0.136951
22,1.407,0.133075
23,1.474,0.128876
24,1.541,0.127584
25,1.608,0.135659
26,1.675,0.135013
27,1.742,0.137597
28,1.809,0.131137
29,1.876,0.130491
30,1.943,0.142119
31,2.01,0.140181
32,2.077,0.136628
33,2.144,0.133075
34,2.211,0.137274
35,2.278,0.138243
36,2.345,0.135336
37,2.412,0.137274
38,2.479,0.140504
39,2.546,0.146641
40,2.613,0.145672
41,2.68,0.149225
42,2.747,0.146318
43,2.814,0.155685
44,2.881,0.156977
45,2.948,0.154393
46,3.015,0.159884
47,3.082,0.155039
48,3.149,0.163114
49,3.216,0.159561
50,3.283,0.161499
51,3.35,0.169897
52,3.417,0.166021
53,3.484,0.160853
54,3.551,0.159884
55,3.618,0.165698
56,3.685,0.169574
57,3.752,0.171512
58,3.819,0.168282
59,3.886,0.157946
60,3.953,0.160207
61,4.02,0.163114
62,4.087,0.162145
63,4.154,0.169897
64,4.221,0.172158
65,4.288,0.171512
66,4.355,0.17668
67,4.422,0.180233
68,4.489,0.181202
69,4.556,0.17991
70,4.623,0.180556
71,4.69,0.179587
72,4.757,0.18314
73,4.824,0.17991
74,4.891,0.175388
75,4.958,0.174419
76,5.025,0.176034
77,5.092,0.177972
78,5.159,0.175388
79,5.226,0.174419
80,5.293,0.173773
81,5.36,0.175711
82,5.427,0.175711
83,5.494,0.179264
84,5.561,0.181202
85,5.628,0.196705
86,5.695,0.204134
87,5.762,0.21124
88,5.829,0.216085
89,5.896,0.22739
90,5.963,0.22416
91,6.03,0.23385
92,6.097,0.236111
93,6.164,0.236434
94,6.231,0.233527
95,6.298,0.232235
96,6.365,0.22416
97,6.432,0.21124
98,6.499,0.209948
99,6.566,0.202519
100,6.633,0.19509
101,6.7,0.185078
102,6.767,0.178618
103,6.834,0.175711
104,6.901,0.172804
105,6.968,0.172158
106,7.035,0.168282
107,7.102,0.174742
108,7.169,0.167313
109,7.236,0.167313
110,7.303,0.17022
111,7.37,0.172158
112,7.437,0.167959
113,7.504,0.178618
114,7.571,0.180879
115,7.638,0.174096
116,7.705,0.183463
117,7.772,0.184432
118,7.839,0.192183
119,7.906,0.187339
120,7.973,0.196382
121,8.04,0.190245
122,8.107,0.192183
123,8.174,0.185401
124,8.241,0.192829
125,8.308,0.185401
126,8.375,0.184755
127,8.442,0.190245
128,8.509,0.189922
129,8.576,0.18314
130,8.643,0.178941
131,8.71,0.181848
132,8.777,0.175711
133,8.844,0.173127
134,8.911,0.166344
135,8.978,0.164729
136,9.045,0.165698
137,9.112,0.166667
138,9.179,0.158592
139,9.246,0.161822
140,9.313,0.159884
141,9.38,0.142442
142,9.447,0.146641
143,9.514,0.146641
144,9.581,0.143411
145,9.648,0.146964
146,9.715,0.136951
147,9.782,0.139535
148,9.849,0.145026
149,9.916,0.131783
150,9.983,0.138566
151,10.05,0.133075
152,10.117,0.134044
153,10.184,0.13792
154,10.251,0.139212
155,10.318,0.135336
156,10.385,0.139212
157,10.452,0.142119
158,10.519,0.142119
159,10.586,0.140504
160,10.653,0.142442
161,10.72,0.14761
162,10.787,0.145672
163,10.854,0.141796
164,10.921,0.142442
165,10.988,0.148579
166,11.055,0.142119
167,11.122,0.143734
168,11.189,0.142442
169,11.256,0.147287
170,11.323,0.150517
171,11.39,0.147933
172,11.457,0.146964
173,11.524,0.14761
174,11.591,0.143088
175,11.658,0.147933
176,11.725,0.151163
177,11.792,0.15084
178,11.859,0.152778
179,11.926,0.153101
180,11.993,0.154716
181,12.06,0.156977
182,12.127,0.156654
183,12.194,0.155039
184,12.261,0.155039
185,12.328,0.155039
186,12.395,0.154716
187,12.462,0.154716
188,12.529,0.156654
189,12.596,0.155685
190,12.663,0.156331
191,12.73,0.154716
192,12.797,0.155039
193,12.864,0.154716
194,12.931,0.156331
195,12.998,0.156008
196,13.065,0.156008
197,13.132,0.156331
198,13.199,0.155685
199,13.266,0.154716
200,13.333,0.154716
201,13.4,0.15407
202,13.467,0.153101
203,13.534,0.153101
204,13.601,0.155039
205,13.668,0.156008
206,13.735,0.156008
207,13.802,0.154393
208,13.869,0.155362
209,13.936,0.155039
210,14.003,0.155685
211,14.07,0.155685
212,14.137,0.155039
213,14.204,0.154716
214,14.271,0.156008
215,14.338,0.156977
216,14.405,0.1573
217,14.472,0.156331
218,14.539,0.155362
219,14.606,0.154393
220,14.673,0.155039
221,14.74,0.153747
222,14.807,0.153101
223,14.874,0.151809
224,14.941,0.150517
225,15.008,0.151486
226,15.075,0.148579
227,15.142,0.147287
228,15.209,0.14761
229,15.276,0.148256
230,15.343,0.148256
231,15.41,0.146964
232,15.477,0.147933
233,15.544,0.150194
234,15.611,0.149225
235,15.678,0.14761
236,15.745,0.146964
237,15.812,0.147933
238,15.879,0.147287
239,15.946,0.14761
240,16.013,0.14761
241,16.08,0.148256
242,16.147,0.14761
243,16.214,0.146964
244,16.281,0.146641
245,16.348,0.145672
246,16.415,0.146318
247,16.482,0.146318
248,16.549,0.148256
249,16.616,0.14761
250,16.683,0.14761
251,16.75,0.147287
252,16.817,0.144703
253,16.884,0.144703
254,16.951,0.145349
255,17.018,0.145349
256,17.085,0.147933
257,17.152,0.150194
258,17.219,0.151163
259,17.286,0.155039
260,17.353,0.153101
261,17.42,0.153747
262,17.487,0.152778
263,17.554,0.158915
264,17.621,0.156008
265,17.688,0.154716
266,17.755,0.147933
267,17.822,0.148256
268,17.889,0.145995
269,17.956,0.147287
270,18.023,0.144703
271,18.09,0.146318
272,18.157,0.146318
273,18.224,0.145026
274,18.291,0.145026
275,18.358,0.144703
276,18.425,0.14438
277,18.492,0.143734
278,18.559,0.143088
279,18.626,0.143088
280,18.693,0.142765
281,18.76,0.143088
282,18.827,0.142765
283,18.894,0.147933
