time,Qdensity
0,0.17882
1.26667,0.194942
2.53333,0.209243
3.8,0.212477
5.06667,0.198579
6.33333,0.281992
7.6,0.260122
8.86667,0.27342
10.1333,0.246415
11.4,0.239333
12.6667,0.240562
13.9333,0.238904
15.2,0.237383
16.4667,0.235728
17.7333,0.235588
19,0.255553
20.2667,0.242279
21.5333,0.23606
22.8,0.244496
24.0667,0.24908
25.3333,0.246407
26.6,0.263372
27.8667,0.322446
29.1333,0.392441
30.4,0.430959
31.6667,0.446848
32.9333,0.443867
34.2,0.452493
35.4667,0.51639
36.7333,0.521454
38,0.516222
39.2667,0.525188
40.5333,0.585159
41.8,0.597032
43.0667,0.618605
44.3333,0.615148
45.6,0.609939
46.8667,0.608937
48.1333,0.655154
49.4,0.671424
50.6667,0.693953
51.9333,0.703657
53.2,0.69599
54.4667,0.702748
55.7333,0.720041
57,0.719951
58.2667,0.717762
59.5333,0.720888
60.8,0.721703
62.0667,0.719514
63.3333,0.717555
64.6,0.717029
65.8667,0.715573
67.1333,0.715406
68.4,0.713349
69.6667,0.714297
70.9333,0.714352
72.2,0.71507
73.4667,0.713158
74.7333,0.714629
76,0.708293
77.2667,0.696115
78.5333,0.710263
79.8,0.714512
81.0667,0.71333
82.3333,0.708733
83.6,0.712682
84.8667,0.711332
86.1333,0.707727
87.4,0.705116
88.6667,0.705331
89.9333,0.705187
91.2,0.705132
92.4667,0.701905
93.7333,0.706217
95,0.713806
96.2667,0.710372
97.5333,0.715413
98.8,0.735886
100.067,0.743803
101.333,0.742574
102.6,0.755715
103.867,0.764085
105.133,0.76984
106.4,0.775283
107.667,0.738344
108.933,0.709229
110.2,0.692498
111.467,0.717399
112.733,0.720977
114,0.725987
115.267,0.747412
116.533,0.541373
117.8,0.461265
119.067,0.448303
120.333,0.403494
121.6,0.385609
122.867,0.339216
124.133,0.304786
125.4,0.327772
126.667,0.425391
127.933,0.568736
129.2,0.348764
130.467,0.271754
131.733,0.17431
133,0.141897
134.267,0.347823
135.533,0.535142
136.8,0.325076
138.067,0.216933
139.333,0.143321
140.6,0.238553
141.867,0.645243
143.133,0.718671
144.4,0.435318
145.667,0.237238
146.933,0.152686
148.2,0.13821
149.467,0.142248
150.733,0.144668
152,0.219895
153.267,0.202773
154.533,0.204681
155.8,0.158515
157.067,0.15331
158.333,0.137215
159.6,0.264469
160.867,0.192656
162.133,0.147539
163.4,0.156541
164.667,0.153614
165.933,0.139829
167.2,0.152186
168.467,0.201537
169.733,0.170646
171,0.147301
172.267,0.125018
173.533,0.124776
174.8,0.123898
176.067,0.193405
177.333,0.312169
178.6,0.268297
179.867,0.237414
181.133,0.179011
182.4,0.198154
183.667,0.193581
184.933,0.20133
186.2,0.19726
187.467,0.186027
188.733,0.184813
190,0.190373
191.267,0.187303
192.533,0.196094
193.8,0.195063
195.067,0.196339
196.333,0.22142
197.6,0.373357
198.867,0.598289
200.133,0.758856
201.4,0.788139
202.667,0.809158
203.933,0.805061
205.2,0.794788
206.467,0.800414
207.733,0.78794
209,0.788689
210.267,0.784604
211.533,0.781233
212.8,0.769532
214.067,0.768408
215.333,0.760312
216.6,0.758193
217.867,0.759071
219.133,0.769711
220.4,0.768568
221.667,0.770398
222.933,0.769196
224.2,0.769293
225.467,0.770761
226.733,0.769477
228,0.7708
229.267,0.783898
230.533,0.785205
231.8,0.784827
233.067,0.784518
234.333,0.784081
235.6,0.785521
236.867,0.785115
238.133,0.784167
239.4,0.784811
240.667,0.785225
241.933,0.78897
243.2,0.789696
244.467,0.785802
245.733,0.785096
247,0.785166
248.267,0.783406
249.533,0.78277
250.8,0.780683
252.067,0.777667
253.333,0.772926
254.6,0.784487
255.867,0.783063
257.133,0.78032
258.4,0.782708
259.667,0.781327
260.933,0.782813
262.2,0.782271
263.467,0.786461
264.733,0.785591
266,0.785978
267.267,0.785506
268.533,0.782287
269.8,0.787386
271.067,0.787183
272.333,0.78574
273.6,0.785186
274.867,0.784948
276.133,0.784678
277.4,0.787772
278.667,0.779583
279.933,0.797301
281.2,0.795806
282.467,0.826615
283.733,0.782302
285,0.78581
286.267,0.795869
287.533,0.770253
288.8,0.721036
290.067,0.671647
291.333,0.686138
292.6,0.71038
293.867,0.557448
295.133,0.643546
296.4,0.572267
297.667,0.55652
298.933,0.573727
300.2,0.64124
301.467,0.761529
302.733,0.773398
304,0.725648
305.267,0.624107
306.533,0.611422
307.8,0.626745
309.067,0.584203
310.333,0.642605
311.6,0.62326
312.867,0.483088
314.133,0.556079
315.4,0.626109
316.667,0.445782
317.933,0.246482
319.2,0.19353
320.467,0.137594
321.733,0.134328
323,0.136009
324.267,0.132088
325.533,0.130442
326.8,0.137703
328.067,0.169269
329.333,0.245366
330.6,0.195672
331.867,0.21108
333.133,0.179195
334.4,0.172171
335.667,0.140333
336.933,0.223917
338.2,0.427046
339.467,0.294326
340.733,0.162074
342,0.126192
343.267,0.118092
344.533,0.118631
345.8,0.118853
347.067,0.118537
348.333,0.119805
349.6,0.119825
350.867,0.154223
352.133,0.179144
353.4,0.346333
354.667,0.372826
355.933,0.323816
357.2,0.355693
358.467,0.290092
359.733,0.318911
361,0.307553
362.267,0.35043
363.533,0.403744
364.8,0.415001
366.067,0.458853
367.333,0.629503
368.6,0.658942
369.867,0.682459
371.133,0.660296
372.4,0.677062
373.667,0.697141
374.933,0.692026
376.2,0.70107
377.467,0.69734
378.733,0.696692
380,0.694898
381.267,0.69114
