time,Qdensity
0,0.17882
5,0.198243
10,0.249662
15,0.237726
20,0.242591
25,0.245295
30,0.420175
35,0.513132
40,0.564721
45,0.608652
50,0.691335
55,0.717029
60,0.722058
65,0.715882
70,0.714957
75,0.713197
80,0.71475
85,0.710661
90,0.705475
95,0.713806
100,0.746499
105,0.765669
110,0.692814
115,0.739815
120,0.390408
125,0.297794
130,0.298161
135,0.474905
140,0.163744
145,0.368132
150,0.141199
155,0.19147
160,0.254636
165,0.14702
170,0.184056
175,0.137422
180,0.225985
185,0.201704
190,0.190373
195,0.196928
200,0.744427
205,0.794113
210,0.785123
215,0.761166
220,0.768618
225,0.770472
230,0.784608
235,0.78682
240,0.784237
245,0.784191
250,0.782575
255,0.783477
260,0.780055
265,0.785104
270,0.787507
275,0.784713
280,0.79748
285,0.78581
290,0.671658
295,0.645547
300,0.619003
305,0.631649
310,0.621126
315,0.623354
320,0.143466
325,0.131238
330,0.258082
335,0.162585
340,0.257563
345,0.118814
350,0.119559
355,0.357496
360,0.31801
365,0.417834
370,0.67931
375,0.691452
380,0.694898
